transaksi_id,tanggal,jam,cabang_id,pelanggan_id,saluran,metode_bayar,subtotal,diskon,total
T0145044,2026-06-10,15,C02,U04903,Delivery,QRIS,85000,0,85000
T0145045,2026-06-10,13,C02,,Dine-in,Tunai,36000,1800,34200
T0145046,2026-06-10,15,C02,U00345,Delivery,Kartu Debit,70000,0,70000
T0145047,2026-06-10,12,C02,U05439,Takeaway,E-Wallet,65000,0,65000
T0145048,2026-06-10,8,C02,,Dine-in,QRIS,345000,0,345000
T0145049,2026-06-10,15,C02,U01404,Dine-in,Tunai,36000,1800,34200
T0145050,2026-06-10,14,C02,U01940,Delivery,Tunai,15000,0,15000
T0145051,2026-06-10,15,C02,,Dine-in,QRIS,50000,0,50000
T0145052,2026-06-10,15,C02,,Dine-in,Kartu Debit,25000,0,25000
T0145053,2026-06-10,15,C02,U00072,Dine-in,E-Wallet,25000,2500,22500
T0145054,2026-06-10,11,C02,U04095,Delivery,QRIS,42000,0,42000
T0145055,2026-06-10,10,C02,,Takeaway,Kartu Debit,71000,0,71000
T0145056,2026-06-10,16,C02,U06173,Dine-in,QRIS,40000,0,40000
T0145057,2026-06-10,9,C02,U05259,Dine-in,Tunai,25000,0,25000
T0145058,2026-06-10,13,C02,U03316,Takeaway,QRIS,79000,0,79000
T0145059,2026-06-10,16,C02,,Takeaway,E-Wallet,95000,0,95000
T0145060,2026-06-10,16,C02,U03026,Dine-in,Kartu Debit,46000,2300,43700
T0145061,2026-06-10,10,C02,U03878,Delivery,Kartu Debit,56000,0,56000
T0145062,2026-06-10,11,C02,U00072,Dine-in,E-Wallet,24000,0,24000
T0145063,2026-06-10,16,C02,,Takeaway,QRIS,85000,0,85000
T0145064,2026-06-10,13,C02,,Delivery,E-Wallet,30000,0,30000
T0145065,2026-06-10,10,C02,,Dine-in,QRIS,50000,2500,47500
T0145066,2026-06-10,16,C03,,Dine-in,QRIS,111000,5550,105450
T0145067,2026-06-10,14,C03,,Takeaway,Kartu Debit,119000,0,119000
T0145068,2026-06-10,9,C03,U01800,Takeaway,E-Wallet,63000,0,63000
T0145069,2026-06-10,13,C03,,Takeaway,Kartu Debit,28000,0,28000
T0145070,2026-06-10,12,C03,,Dine-in,QRIS,15000,0,15000
T0145071,2026-06-10,12,C03,U00186,Dine-in,Kartu Debit,28000,0,28000
T0145072,2026-06-10,17,C03,U01433,Takeaway,Kartu Debit,65000,0,65000
T0145073,2026-06-10,16,C03,U00937,Takeaway,E-Wallet,24000,0,24000
T0145074,2026-06-10,12,C03,,Dine-in,QRIS,120000,0,120000
T0145075,2026-06-10,15,C03,,Dine-in,QRIS,91000,0,91000
T0145076,2026-06-10,15,C03,U02493,Takeaway,Tunai,90000,0,90000
T0145077,2026-06-10,13,C03,U02205,Delivery,QRIS,72000,0,72000
T0145078,2026-06-10,7,C03,U04108,Takeaway,Kartu Debit,24000,0,24000
T0145079,2026-06-10,9,C03,,Takeaway,E-Wallet,18000,0,18000
T0145080,2026-06-10,21,C03,U01833,Takeaway,Kartu Debit,35000,0,35000
T0145081,2026-06-10,13,C03,U04513,Dine-in,Tunai,40000,4000,36000
T0145082,2026-06-10,11,C03,U01984,Delivery,E-Wallet,106000,0,106000
T0145083,2026-06-10,9,C03,,Takeaway,E-Wallet,58000,0,58000
T0145084,2026-06-10,9,C03,,Dine-in,E-Wallet,32000,0,32000
T0145085,2026-06-10,10,C03,,Takeaway,QRIS,22000,0,22000
T0145086,2026-06-10,17,C03,U04543,Delivery,Kartu Debit,78000,0,78000
T0145087,2026-06-10,14,C03,U01433,Takeaway,Kartu Debit,87000,0,87000
T0145088,2026-06-10,14,C03,,Delivery,Kartu Debit,66000,0,66000
T0145089,2026-06-10,14,C03,,Delivery,QRIS,18000,0,18000
T0145090,2026-06-10,15,C03,U05351,Dine-in,Tunai,15000,1500,13500
T0145091,2026-06-10,16,C03,U05922,Takeaway,QRIS,68000,0,68000
T0145092,2026-06-10,15,C03,,Dine-in,QRIS,25000,0,25000
T0145093,2026-06-10,17,C03,,Dine-in,E-Wallet,53000,0,53000
T0145094,2026-06-10,7,C03,,Dine-in,Tunai,119000,0,119000
T0145095,2026-06-10,17,C03,,Takeaway,QRIS,20000,1000,19000
T0145096,2026-06-10,9,C03,,Dine-in,QRIS,25000,0,25000
T0145097,2026-06-10,13,C03,,Dine-in,E-Wallet,20000,0,20000
T0145098,2026-06-10,7,C03,,Dine-in,Tunai,28000,0,28000
T0145099,2026-06-10,13,C03,,Dine-in,Kartu Debit,71000,0,71000
T0145100,2026-06-10,11,C03,U01336,Takeaway,Tunai,39000,0,39000
T0145101,2026-06-10,10,C03,,Dine-in,Kartu Debit,155000,0,155000
T0145102,2026-06-10,14,C03,U00955,Takeaway,Tunai,51000,0,51000
T0145103,2026-06-10,19,C03,U00937,Takeaway,Tunai,22000,0,22000
T0145104,2026-06-10,15,C03,U06086,Delivery,QRIS,93000,0,93000
T0145105,2026-06-10,14,C03,,Delivery,Kartu Debit,15000,0,15000
T0145106,2026-06-10,18,C03,U05486,Dine-in,E-Wallet,43000,0,43000
T0145107,2026-06-10,14,C03,U00571,Takeaway,E-Wallet,85000,0,85000
T0145108,2026-06-10,10,C03,U04400,Takeaway,Tunai,80000,0,80000
T0145109,2026-06-10,13,C03,U02575,Delivery,QRIS,25000,0,25000
T0145110,2026-06-10,14,C03,U00186,Dine-in,QRIS,60000,6000,54000
T0145111,2026-06-10,14,C03,U03566,Delivery,E-Wallet,25000,0,25000
T0145112,2026-06-10,11,C03,U05351,Takeaway,QRIS,42000,0,42000
T0145113,2026-06-10,9,C03,U01993,Dine-in,Kartu Debit,44000,0,44000
T0145114,2026-06-10,8,C03,,Takeaway,QRIS,37000,0,37000
T0145115,2026-06-10,14,C03,U02363,Takeaway,Kartu Debit,18000,0,18000
T0145116,2026-06-10,11,C03,U05486,Delivery,Tunai,22000,0,22000
T0145117,2026-06-10,13,C03,,Takeaway,E-Wallet,135000,0,135000
T0145118,2026-06-10,18,C03,U03211,Dine-in,Kartu Debit,24000,0,24000
T0145119,2026-06-10,9,C03,,Dine-in,Kartu Debit,309000,0,309000
T0145120,2026-06-10,15,C03,,Takeaway,E-Wallet,25000,0,25000
T0145121,2026-06-10,15,C03,,Dine-in,Kartu Debit,18000,0,18000
T0145122,2026-06-10,10,C03,,Takeaway,Kartu Debit,43000,0,43000
T0145123,2026-06-10,14,C04,U03064,Takeaway,E-Wallet,24000,1200,22800
T0145124,2026-06-10,12,C04,U01454,Dine-in,Kartu Debit,170000,0,170000
T0145125,2026-06-10,12,C04,,Takeaway,QRIS,50000,0,50000
T0145126,2026-06-10,13,C04,U05578,Delivery,E-Wallet,85000,0,85000
T0145127,2026-06-10,7,C04,U01258,Takeaway,QRIS,15000,0,15000
T0145128,2026-06-10,11,C04,,Takeaway,Kartu Debit,28000,0,28000
T0145129,2026-06-10,13,C04,U00461,Dine-in,Kartu Debit,18000,0,18000
T0145130,2026-06-10,12,C04,,Takeaway,QRIS,42000,0,42000
T0145131,2026-06-10,14,C04,U01501,Dine-in,E-Wallet,36000,0,36000
T0145132,2026-06-10,17,C04,,Delivery,E-Wallet,79000,3950,75050
T0145133,2026-06-10,16,C04,,Takeaway,E-Wallet,105000,0,105000
T0145134,2026-06-10,9,C04,U04223,Dine-in,Kartu Debit,15000,0,15000
T0145135,2026-06-10,13,C04,U03974,Takeaway,QRIS,180000,0,180000
T0145136,2026-06-10,11,C04,,Takeaway,Tunai,24000,0,24000
T0145137,2026-06-10,16,C04,U01448,Takeaway,QRIS,32000,0,32000
T0145138,2026-06-10,14,C04,,Delivery,E-Wallet,65000,0,65000
T0145139,2026-06-10,21,C04,U04384,Delivery,E-Wallet,353000,0,353000
T0145140,2026-06-10,14,C04,,Delivery,E-Wallet,14000,0,14000
T0145141,2026-06-10,12,C04,U01107,Dine-in,QRIS,18000,0,18000
T0145142,2026-06-10,14,C04,U01448,Dine-in,QRIS,18000,0,18000
T0145143,2026-06-10,14,C04,U03733,Dine-in,Tunai,95000,0,95000
T0145144,2026-06-10,8,C04,,Delivery,E-Wallet,68000,0,68000
T0145145,2026-06-10,12,C04,,Takeaway,QRIS,65000,0,65000
T0145146,2026-06-10,9,C04,,Delivery,Tunai,25000,0,25000
T0145147,2026-06-10,7,C04,U05147,Dine-in,QRIS,43000,2150,40850
T0145148,2026-06-10,17,C04,U04489,Delivery,QRIS,15000,0,15000
T0145149,2026-06-10,12,C04,,Delivery,Kartu Debit,119000,5950,113050
T0145150,2026-06-10,9,C04,U05257,Takeaway,QRIS,40000,0,40000
T0145151,2026-06-10,13,C04,,Takeaway,QRIS,20000,0,20000
T0145152,2026-06-10,18,C04,,Dine-in,QRIS,25000,0,25000
T0145153,2026-06-10,10,C04,,Dine-in,Kartu Debit,18000,0,18000
T0145154,2026-06-10,15,C05,,Dine-in,QRIS,60000,0,60000
T0145155,2026-06-10,13,C05,,Delivery,E-Wallet,56000,0,56000
T0145156,2026-06-10,14,C05,,Dine-in,E-Wallet,15000,0,15000
T0145157,2026-06-10,16,C05,U01428,Dine-in,Kartu Debit,50000,2500,47500
T0145158,2026-06-10,13,C05,,Takeaway,QRIS,95000,0,95000
T0145159,2026-06-10,15,C05,U04413,Dine-in,QRIS,24000,0,24000
T0145160,2026-06-10,15,C05,U05874,Dine-in,Kartu Debit,193000,0,193000
T0145161,2026-06-10,10,C05,,Delivery,Kartu Debit,99000,0,99000
T0145162,2026-06-10,13,C05,,Dine-in,Kartu Debit,50000,0,50000
T0145163,2026-06-10,18,C05,U05024,Takeaway,Tunai,40000,0,40000
T0145164,2026-06-10,11,C05,,Delivery,Kartu Debit,22000,0,22000
T0145165,2026-06-10,14,C05,U05504,Dine-in,QRIS,50000,0,50000
T0145166,2026-06-10,16,C05,U02855,Delivery,QRIS,25000,0,25000
T0145167,2026-06-10,15,C05,,Dine-in,QRIS,50000,0,50000
T0145168,2026-06-10,14,C05,,Delivery,QRIS,105000,0,105000
T0145169,2026-06-10,20,C05,,Takeaway,Kartu Debit,72000,0,72000
T0145170,2026-06-10,7,C05,U00562,Delivery,Tunai,59000,0,59000
T0145171,2026-06-10,15,C05,,Takeaway,QRIS,105000,0,105000
T0145172,2026-06-10,19,C05,U05602,Takeaway,E-Wallet,15000,0,15000
T0145173,2026-06-10,16,C05,U04804,Takeaway,QRIS,28000,2800,25200
T0145174,2026-06-10,13,C05,,Dine-in,QRIS,36000,0,36000
T0145175,2026-06-10,10,C05,,Dine-in,Kartu Debit,14000,0,14000
T0145176,2026-06-10,14,C05,U04320,Dine-in,QRIS,25000,0,25000
T0145177,2026-06-10,14,C05,U02687,Dine-in,Tunai,40000,4000,36000
T0145178,2026-06-10,12,C05,,Dine-in,QRIS,15000,0,15000
T0145179,2026-06-10,13,C05,U01399,Delivery,E-Wallet,56000,0,56000
T0145180,2026-06-10,15,C05,,Dine-in,E-Wallet,22000,1100,20900
T0145181,2026-06-10,12,C05,,Dine-in,Kartu Debit,58000,2900,55100
T0145182,2026-06-10,7,C05,,Takeaway,QRIS,300000,0,300000
T0145183,2026-06-10,15,C05,,Takeaway,QRIS,12000,0,12000
T0145184,2026-06-10,15,C05,,Takeaway,QRIS,48000,0,48000
T0145185,2026-06-10,12,C05,,Takeaway,E-Wallet,36000,0,36000
T0145186,2026-06-10,12,C05,,Dine-in,QRIS,95000,0,95000
T0145187,2026-06-10,17,C05,,Takeaway,QRIS,22000,0,22000
T0145188,2026-06-10,10,C06,,Dine-in,Tunai,28000,0,28000
T0145189,2026-06-10,15,C06,,Dine-in,Kartu Debit,15000,0,15000
T0145190,2026-06-10,12,C06,U02249,Dine-in,E-Wallet,86000,0,86000
T0145191,2026-06-10,14,C06,,Dine-in,E-Wallet,51000,0,51000
T0145192,2026-06-10,12,C06,,Dine-in,Tunai,99000,0,99000
T0145193,2026-06-10,7,C06,U00782,Delivery,QRIS,150000,0,150000
T0145194,2026-06-10,14,C06,U01550,Takeaway,E-Wallet,44000,0,44000
T0145195,2026-06-10,17,C06,,Dine-in,QRIS,56000,0,56000
T0145196,2026-06-10,15,C06,U02951,Delivery,E-Wallet,18000,0,18000
T0145197,2026-06-10,16,C06,,Takeaway,Kartu Debit,138000,0,138000
T0145198,2026-06-10,15,C06,U04805,Takeaway,E-Wallet,33000,1650,31350
T0145199,2026-06-10,11,C06,U03394,Dine-in,QRIS,135000,0,135000
T0145200,2026-06-10,10,C06,,Dine-in,Kartu Debit,24000,0,24000
T0145201,2026-06-10,19,C06,U00833,Takeaway,E-Wallet,74000,3700,70300
T0145202,2026-06-10,12,C06,,Delivery,QRIS,24000,0,24000
T0145203,2026-06-10,14,C06,,Dine-in,Kartu Debit,75000,0,75000
T0145204,2026-06-10,13,C06,U03679,Dine-in,QRIS,83000,0,83000
T0145205,2026-06-10,21,C06,U02632,Dine-in,QRIS,36000,0,36000
T0145206,2026-06-10,16,C06,,Takeaway,QRIS,103000,0,103000
T0145207,2026-06-10,20,C06,,Takeaway,Kartu Debit,22000,0,22000
T0145208,2026-06-10,9,C06,,Takeaway,E-Wallet,60000,3000,57000
T0145209,2026-06-10,13,C06,,Takeaway,E-Wallet,25000,0,25000
T0145210,2026-06-10,13,C06,U03220,Dine-in,QRIS,64000,0,64000
T0145211,2026-06-10,18,C06,,Dine-in,E-Wallet,25000,0,25000
T0145212,2026-06-10,13,C06,,Takeaway,Tunai,155000,0,155000
T0145213,2026-06-10,15,C06,U05374,Dine-in,QRIS,36000,0,36000
T0145214,2026-06-10,7,C06,U02492,Takeaway,Kartu Debit,89000,0,89000
T0145215,2026-06-10,15,C06,U04075,Takeaway,Tunai,25000,0,25000
T0145216,2026-06-10,7,C06,,Takeaway,QRIS,18000,0,18000
T0145217,2026-06-10,11,C06,U05755,Delivery,Kartu Debit,62000,3100,58900
T0145218,2026-06-10,13,C06,,Takeaway,Kartu Debit,63000,0,63000
T0145219,2026-06-10,12,C06,U02491,Delivery,Kartu Debit,59000,0,59000
T0145220,2026-06-10,7,C06,,Delivery,Kartu Debit,81000,0,81000
T0145221,2026-06-10,7,C06,U05389,Dine-in,E-Wallet,55000,0,55000
T0145222,2026-06-10,17,C06,U02332,Takeaway,QRIS,18000,0,18000
T0145223,2026-06-10,13,C06,U00456,Dine-in,Tunai,128000,6400,121600
T0145224,2026-06-10,14,C06,,Takeaway,Kartu Debit,58000,0,58000
T0145225,2026-06-10,14,C06,,Takeaway,QRIS,24000,0,24000
T0145226,2026-06-10,13,C06,U04447,Dine-in,Kartu Debit,132000,0,132000
T0145227,2026-06-10,12,C06,U03220,Takeaway,QRIS,46000,0,46000
T0145228,2026-06-10,13,C06,,Delivery,E-Wallet,22000,0,22000
T0145229,2026-06-11,11,C01,U01148,Takeaway,QRIS,25000,0,25000
T0145230,2026-06-11,20,C01,,Delivery,Tunai,83000,0,83000
T0145231,2026-06-11,13,C01,U00177,Delivery,E-Wallet,65000,3250,61750
T0145232,2026-06-11,12,C01,,Delivery,Kartu Debit,40000,0,40000
T0145233,2026-06-11,10,C01,U03690,Takeaway,E-Wallet,30000,0,30000
T0145234,2026-06-11,11,C01,,Dine-in,Kartu Debit,18000,0,18000
T0145235,2026-06-11,17,C01,,Delivery,QRIS,25000,0,25000
T0145236,2026-06-11,13,C01,U02271,Dine-in,E-Wallet,89000,0,89000
T0145237,2026-06-11,11,C01,U00799,Takeaway,Tunai,15000,0,15000
T0145238,2026-06-11,14,C01,U05191,Takeaway,QRIS,15000,0,15000
T0145239,2026-06-11,17,C01,U03806,Takeaway,QRIS,49000,0,49000
T0145240,2026-06-11,12,C01,,Dine-in,E-Wallet,18000,0,18000
T0145241,2026-06-11,15,C01,U01978,Dine-in,E-Wallet,24000,0,24000
T0145242,2026-06-11,10,C01,,Delivery,E-Wallet,73000,0,73000
T0145243,2026-06-11,8,C01,U05268,Delivery,E-Wallet,36000,0,36000
T0145244,2026-06-11,17,C01,,Dine-in,QRIS,25000,0,25000
T0145245,2026-06-11,10,C01,U04128,Takeaway,E-Wallet,36000,0,36000
T0145246,2026-06-11,16,C01,,Dine-in,QRIS,81000,0,81000
T0145247,2026-06-11,16,C01,U04362,Takeaway,E-Wallet,58000,0,58000
T0145248,2026-06-11,14,C01,,Dine-in,Kartu Debit,28000,0,28000
T0145249,2026-06-11,14,C01,,Dine-in,QRIS,49000,0,49000
T0145250,2026-06-11,15,C01,U03167,Takeaway,Tunai,52000,0,52000
T0145251,2026-06-11,17,C01,,Dine-in,E-Wallet,45000,0,45000
T0145252,2026-06-11,12,C01,,Dine-in,QRIS,107000,0,107000
T0145253,2026-06-11,17,C01,,Takeaway,E-Wallet,25000,1250,23750
T0145254,2026-06-11,10,C01,,Dine-in,Kartu Debit,123000,0,123000
T0145255,2026-06-11,14,C01,,Dine-in,QRIS,15000,0,15000
T0145256,2026-06-11,15,C01,,Dine-in,Tunai,25000,0,25000
T0145257,2026-06-11,8,C01,U05720,Delivery,QRIS,12000,600,11400
T0145258,2026-06-11,9,C01,U02231,Delivery,Kartu Debit,36000,0,36000
T0145259,2026-06-11,11,C01,U03692,Dine-in,Kartu Debit,58000,0,58000
T0145260,2026-06-11,12,C01,U05574,Delivery,QRIS,65000,0,65000
T0145261,2026-06-11,14,C01,,Delivery,QRIS,54000,0,54000
T0145262,2026-06-11,20,C01,U04052,Dine-in,E-Wallet,66000,6600,59400
T0145263,2026-06-11,14,C01,U04929,Dine-in,Tunai,190000,0,190000
T0145264,2026-06-11,12,C01,,Dine-in,E-Wallet,75000,0,75000
T0145265,2026-06-11,14,C01,U04723,Dine-in,Kartu Debit,43000,4300,38700
T0145266,2026-06-11,21,C01,,Dine-in,E-Wallet,22000,0,22000
T0145267,2026-06-11,10,C01,,Dine-in,Kartu Debit,49000,0,49000
T0145268,2026-06-11,10,C01,,Takeaway,QRIS,25000,0,25000
T0145269,2026-06-11,14,C01,,Takeaway,QRIS,25000,0,25000
T0145270,2026-06-11,12,C01,,Takeaway,QRIS,57000,0,57000
T0145271,2026-06-11,14,C01,,Dine-in,Kartu Debit,126000,0,126000
T0145272,2026-06-11,13,C01,U05591,Dine-in,QRIS,78000,0,78000
T0145273,2026-06-11,14,C02,U00051,Delivery,Kartu Debit,35000,0,35000
T0145274,2026-06-11,12,C02,U02745,Dine-in,Tunai,50000,0,50000
T0145275,2026-06-11,11,C02,U03525,Takeaway,Kartu Debit,95000,0,95000
T0145276,2026-06-11,9,C02,,Takeaway,E-Wallet,69000,0,69000
T0145277,2026-06-11,7,C02,,Dine-in,Tunai,54000,2700,51300
T0145278,2026-06-11,7,C02,,Takeaway,QRIS,50000,0,50000
T0145279,2026-06-11,15,C02,,Dine-in,Tunai,40000,0,40000
T0145280,2026-06-11,14,C02,,Dine-in,QRIS,42000,0,42000
T0145281,2026-06-11,7,C02,U02368,Delivery,Tunai,77000,0,77000
T0145282,2026-06-11,19,C02,,Takeaway,E-Wallet,108000,0,108000
T0145283,2026-06-11,15,C02,U04093,Dine-in,QRIS,28000,0,28000
T0145284,2026-06-11,13,C02,U02557,Delivery,Kartu Debit,24000,0,24000
T0145285,2026-06-11,16,C02,,Takeaway,Kartu Debit,101000,0,101000
T0145286,2026-06-11,18,C02,U06037,Dine-in,QRIS,136000,0,136000
T0145287,2026-06-11,11,C02,,Dine-in,E-Wallet,50000,0,50000
T0145288,2026-06-11,7,C02,,Dine-in,Kartu Debit,61000,0,61000
T0145289,2026-06-11,16,C02,,Takeaway,Kartu Debit,24000,1200,22800
T0145290,2026-06-11,19,C02,U01413,Dine-in,QRIS,24000,0,24000
T0145291,2026-06-11,12,C02,,Dine-in,E-Wallet,87000,0,87000
T0145292,2026-06-11,20,C02,U02941,Dine-in,E-Wallet,66000,3300,62700
T0145293,2026-06-11,11,C02,U05205,Delivery,Tunai,80000,0,80000
T0145294,2026-06-11,7,C02,,Dine-in,QRIS,76000,0,76000
T0145295,2026-06-11,20,C02,U04886,Takeaway,QRIS,64000,0,64000
T0145296,2026-06-11,17,C02,U03832,Takeaway,QRIS,42000,0,42000
T0145297,2026-06-11,12,C02,,Takeaway,Kartu Debit,130000,0,130000
T0145298,2026-06-11,11,C02,,Takeaway,QRIS,42000,0,42000
T0145299,2026-06-11,16,C02,,Takeaway,E-Wallet,61000,0,61000
T0145300,2026-06-11,14,C02,U00682,Dine-in,E-Wallet,40000,0,40000
T0145301,2026-06-11,7,C02,U01745,Delivery,QRIS,67000,0,67000
T0145302,2026-06-11,17,C02,,Delivery,Kartu Debit,24000,0,24000
T0145303,2026-06-11,19,C02,,Delivery,QRIS,43000,2150,40850
T0145304,2026-06-11,11,C02,U01848,Dine-in,QRIS,68000,0,68000
T0145305,2026-06-11,14,C02,U04008,Dine-in,QRIS,33000,0,33000
T0145306,2026-06-11,9,C02,,Dine-in,Kartu Debit,48000,0,48000
T0145307,2026-06-11,16,C02,U04808,Takeaway,QRIS,25000,0,25000
T0145308,2026-06-11,16,C02,,Dine-in,E-Wallet,35000,0,35000
T0145309,2026-06-11,10,C02,U04042,Takeaway,Tunai,22000,0,22000
T0145310,2026-06-11,11,C02,U04128,Dine-in,Tunai,36000,0,36000
T0145311,2026-06-11,9,C02,U00647,Dine-in,Kartu Debit,72000,0,72000
T0145312,2026-06-11,11,C02,,Takeaway,E-Wallet,36000,0,36000
T0145313,2026-06-11,12,C02,,Dine-in,QRIS,24000,0,24000
T0145314,2026-06-11,17,C02,U06181,Dine-in,Tunai,18000,0,18000
T0145315,2026-06-11,17,C02,,Takeaway,Tunai,77000,3850,73150
T0145316,2026-06-11,11,C02,U00987,Delivery,Tunai,25000,0,25000
T0145317,2026-06-11,17,C02,U01692,Dine-in,QRIS,99000,0,99000
T0145318,2026-06-11,12,C03,U03655,Takeaway,Kartu Debit,15000,0,15000
T0145319,2026-06-11,16,C03,U04695,Takeaway,E-Wallet,53000,0,53000
T0145320,2026-06-11,19,C03,U01833,Dine-in,Tunai,95000,0,95000
T0145321,2026-06-11,12,C03,U00268,Dine-in,Tunai,15000,0,15000
T0145322,2026-06-11,14,C03,U00741,Dine-in,Kartu Debit,203000,0,203000
T0145323,2026-06-11,14,C03,,Dine-in,QRIS,25000,0,25000
T0145324,2026-06-11,20,C03,,Delivery,Kartu Debit,25000,0,25000
T0145325,2026-06-11,15,C03,U06150,Dine-in,Kartu Debit,80000,0,80000
T0145326,2026-06-11,12,C03,,Dine-in,QRIS,73000,0,73000
T0145327,2026-06-11,16,C03,,Takeaway,QRIS,36000,0,36000
T0145328,2026-06-11,13,C03,,Takeaway,QRIS,49000,0,49000
T0145329,2026-06-11,15,C03,,Dine-in,QRIS,121000,0,121000
T0145330,2026-06-11,17,C03,,Dine-in,QRIS,74000,0,74000
T0145331,2026-06-11,12,C03,,Dine-in,Tunai,25000,0,25000
T0145332,2026-06-11,9,C03,,Dine-in,Kartu Debit,12000,0,12000
T0145333,2026-06-11,14,C03,U04699,Delivery,E-Wallet,25000,0,25000
T0145334,2026-06-11,16,C03,U01698,Delivery,E-Wallet,25000,0,25000
T0145335,2026-06-11,13,C03,,Dine-in,QRIS,14000,0,14000
T0145336,2026-06-11,8,C03,U04255,Takeaway,E-Wallet,18000,0,18000
T0145337,2026-06-11,15,C03,U03655,Dine-in,E-Wallet,110000,0,110000
T0145338,2026-06-11,13,C03,U01984,Dine-in,Tunai,90000,0,90000
T0145339,2026-06-11,16,C03,,Takeaway,QRIS,18000,0,18000
T0145340,2026-06-11,13,C03,U01746,Takeaway,E-Wallet,86000,0,86000
T0145341,2026-06-11,15,C03,,Takeaway,QRIS,75000,0,75000
T0145342,2026-06-11,11,C03,,Takeaway,E-Wallet,47000,0,47000
T0145343,2026-06-11,11,C03,,Dine-in,QRIS,95000,0,95000
T0145344,2026-06-11,18,C03,,Dine-in,Tunai,76000,0,76000
T0145345,2026-06-11,15,C03,,Dine-in,Kartu Debit,158000,0,158000
T0145346,2026-06-11,21,C03,,Takeaway,E-Wallet,40000,0,40000
T0145347,2026-06-11,10,C03,,Delivery,Kartu Debit,24000,0,24000
T0145348,2026-06-11,9,C03,U03653,Takeaway,Kartu Debit,22000,0,22000
T0145349,2026-06-11,12,C03,U02894,Dine-in,Tunai,78000,0,78000
T0145350,2026-06-11,18,C03,U03364,Delivery,Kartu Debit,61000,3050,57950
T0145351,2026-06-11,12,C03,,Dine-in,E-Wallet,25000,0,25000
T0145352,2026-06-11,11,C03,,Takeaway,QRIS,25000,0,25000
T0145353,2026-06-11,12,C03,,Takeaway,Tunai,46000,0,46000
T0145354,2026-06-11,14,C03,,Takeaway,E-Wallet,83000,0,83000
T0145355,2026-06-11,7,C03,,Takeaway,QRIS,123000,0,123000
T0145356,2026-06-11,18,C03,,Dine-in,QRIS,18000,0,18000
T0145357,2026-06-11,12,C03,,Dine-in,QRIS,52000,0,52000
T0145358,2026-06-11,17,C03,U04695,Delivery,Kartu Debit,40000,0,40000
T0145359,2026-06-11,14,C03,U00369,Takeaway,QRIS,78000,0,78000
T0145360,2026-06-11,13,C03,U02389,Dine-in,Tunai,131000,0,131000
T0145361,2026-06-11,16,C03,,Dine-in,Tunai,28000,0,28000
T0145362,2026-06-11,15,C03,,Delivery,E-Wallet,62000,3100,58900
T0145363,2026-06-11,15,C03,U01542,Takeaway,QRIS,53000,0,53000
T0145364,2026-06-11,14,C03,,Delivery,E-Wallet,50000,0,50000
T0145365,2026-06-11,9,C03,,Dine-in,QRIS,74000,0,74000
T0145366,2026-06-11,16,C03,,Delivery,Tunai,36000,0,36000
T0145367,2026-06-11,9,C03,,Dine-in,E-Wallet,15000,0,15000
T0145368,2026-06-11,13,C03,U05393,Dine-in,QRIS,15000,0,15000
T0145369,2026-06-11,11,C03,,Delivery,Kartu Debit,61000,0,61000
T0145370,2026-06-11,14,C03,U02656,Dine-in,QRIS,15000,0,15000
T0145371,2026-06-11,14,C03,,Takeaway,QRIS,18000,0,18000
T0145372,2026-06-11,14,C03,U02389,Dine-in,QRIS,43000,0,43000
T0145373,2026-06-11,8,C03,U02265,Dine-in,E-Wallet,56000,0,56000
T0145374,2026-06-11,11,C04,U02336,Delivery,Tunai,24000,1200,22800
T0145375,2026-06-11,12,C04,U04076,Delivery,QRIS,22000,0,22000
T0145376,2026-06-11,13,C04,,Takeaway,QRIS,130000,0,130000
T0145377,2026-06-11,15,C04,,Takeaway,E-Wallet,78000,0,78000
T0145378,2026-06-11,12,C04,U04386,Dine-in,QRIS,14000,0,14000
T0145379,2026-06-11,17,C04,,Dine-in,QRIS,18000,0,18000
T0145380,2026-06-11,14,C04,,Dine-in,Tunai,66000,0,66000
T0145381,2026-06-11,10,C04,,Takeaway,Tunai,135000,0,135000
T0145382,2026-06-11,16,C04,,Takeaway,QRIS,53000,0,53000
T0145383,2026-06-11,16,C04,,Takeaway,E-Wallet,14000,0,14000
T0145384,2026-06-11,19,C04,U03472,Dine-in,E-Wallet,36000,0,36000
T0145385,2026-06-11,10,C04,,Dine-in,E-Wallet,12000,0,12000
T0145386,2026-06-11,17,C04,U04317,Takeaway,QRIS,25000,0,25000
T0145387,2026-06-11,13,C04,,Delivery,QRIS,98000,0,98000
T0145388,2026-06-11,21,C04,,Dine-in,QRIS,50000,2500,47500
T0145389,2026-06-11,12,C04,,Dine-in,Tunai,43000,0,43000
T0145390,2026-06-11,14,C04,U05253,Takeaway,E-Wallet,24000,0,24000
T0145391,2026-06-11,10,C04,,Takeaway,Tunai,111000,0,111000
T0145392,2026-06-11,16,C04,U03970,Takeaway,Kartu Debit,60000,6000,54000
T0145393,2026-06-11,15,C04,,Takeaway,E-Wallet,61000,0,61000
T0145394,2026-06-11,11,C04,,Delivery,QRIS,62000,3100,58900
T0145395,2026-06-11,7,C04,,Takeaway,E-Wallet,35000,0,35000
T0145396,2026-06-11,14,C04,U04939,Takeaway,Kartu Debit,25000,1250,23750
