pelanggan_id,bulan_daftar,bulan_ke,transaksi,nilai
U04868,2025-11,0,5,294000
U04868,2025-11,1,2,187000
U04869,2025-05,0,5,141000
U04869,2025-05,1,2,184000
U04869,2025-05,2,8,447000
U04869,2025-05,3,9,416400
U04869,2025-05,4,6,181000
U04869,2025-05,5,8,434500
U04869,2025-05,6,6,318100
U04869,2025-05,7,8,501500
U04869,2025-05,8,8,312250
U04869,2025-05,9,6,570900
U04870,2026-01,0,5,168700
U04871,2025-02,0,4,174000
U04872,2025-12,1,6,326000
U04873,2025-09,0,1,25000
U04874,2026-05,0,9,504250
U04875,2025-10,0,2,101600
U04875,2025-10,1,7,431000
U04877,2025-11,0,4,276000
U04878,2025-02,0,5,203200
U04878,2025-02,1,7,382200
U04882,2025-04,0,4,264000
U04882,2025-04,1,9,469200
U04882,2025-04,2,6,547350
U04882,2025-04,3,8,624000
U04882,2025-04,4,6,191250
U04882,2025-04,5,4,76200
U04882,2025-04,6,7,475000
U04883,2025-09,0,7,356250
U04883,2025-09,1,4,155000
U04884,2026-01,0,3,147300
U04886,2026-02,0,3,128000
U04886,2026-02,1,2,96000
U04886,2026-02,2,7,204500
U04886,2026-02,3,3,266000
U04886,2026-02,4,4,255000
U04887,2025-11,0,2,292000
U04889,2026-04,0,8,437250
U04890,2025-05,0,3,123700
U04891,2025-02,0,6,251000
U04891,2025-02,1,4,161000
U04893,2025-02,0,5,255250
U04894,2025-12,1,3,100000
U04894,2025-12,2,5,345700
U04896,2025-04,0,2,146000
U04897,2026-05,0,8,321000
U04897,2026-05,1,6,314500
U04898,2025-10,3,4,211500
U04898,2025-10,4,6,506000
U04898,2025-10,5,7,348700
U04898,2025-10,6,8,379200
U04899,2025-11,0,6,367000
U04900,2025-05,0,5,282950
U04900,2025-05,1,3,204500
U04900,2025-05,2,4,169000
U04901,2025-11,0,2,52000
U04902,2026-02,0,3,469000
U04902,2026-02,1,2,87300
U04902,2026-02,2,3,144400
U04902,2026-02,3,4,250000
U04903,2025-11,0,8,639000
U04903,2025-11,1,2,98000
U04903,2025-11,2,3,133800
U04903,2025-11,3,3,102600
U04903,2025-11,4,3,93200
U04903,2025-11,5,2,96000
U04903,2025-11,6,1,49000
U04903,2025-11,7,4,299400
U04904,2025-10,0,4,298000
U04904,2025-10,1,11,840500
U04904,2025-10,2,3,252900
U04907,2025-03,0,4,194000
U04908,2025-10,0,5,187000
U04910,2025-07,0,6,354600
U04910,2025-07,1,3,141000
U04910,2025-07,2,3,211000
U04910,2025-07,3,5,214000
U04910,2025-07,4,4,329300
U04910,2025-07,5,3,160700
U04910,2025-07,6,2,100000
U04910,2025-07,7,6,532000
U04910,2025-07,8,3,123400
U04913,2026-03,0,1,24000
U04913,2026-03,1,4,323000
U04913,2026-03,2,1,47000
U04913,2026-03,3,8,337000
U04914,2025-01,0,14,727800
U04914,2025-01,1,9,432250
U04914,2025-01,2,8,536850
U04915,2025-11,0,4,261000
U04915,2025-11,1,5,254100
U04917,2025-05,0,3,82000
U04918,2025-06,0,8,461800
U04918,2025-06,1,10,825000
U04918,2025-06,2,2,76000
U04922,2026-01,0,2,246000
U04922,2026-01,1,6,247000
U04923,2026-05,0,1,56700
U04923,2026-05,1,6,323500
U04926,2025-11,0,3,201000
U04927,2025-09,0,5,192900
U04929,2025-09,1,7,326700
U04929,2025-09,2,3,240000
U04929,2025-09,3,4,240000
U04929,2025-09,4,9,623600
U04929,2025-09,5,2,74000
U04929,2025-09,6,2,84000
U04929,2025-09,7,2,148000
U04929,2025-09,8,9,535000
U04929,2025-09,9,5,460000
U04932,2025-05,0,4,249000
U04934,2025-09,0,5,260250
U04934,2025-09,1,3,270000
U04934,2025-09,2,2,112000
U04935,2025-06,0,7,476800
U04936,2025-07,0,4,175000
U04937,2026-03,0,5,209200
U04937,2026-03,1,5,418000
U04937,2026-03,2,4,235550
U04937,2026-03,3,8,380000
U04938,2025-05,0,8,316600
U04939,2026-04,0,6,497450
U04939,2026-04,1,5,411000
U04939,2026-04,2,5,159350
U04943,2026-04,0,3,227000
U04943,2026-04,1,4,272000
U04944,2026-01,0,2,132000
U04944,2026-01,1,10,511800
U04945,2026-02,0,11,372000
U04946,2025-07,1,6,595000
U04946,2025-07,2,4,261500
U04946,2025-07,3,8,468000
U04946,2025-07,4,5,310000
U04946,2025-07,5,8,404000
U04946,2025-07,6,8,511000
U04946,2025-07,7,7,421000
U04946,2025-07,8,6,209000
U04946,2025-07,9,7,338300
U04946,2025-07,10,5,310850
U04946,2025-07,11,5,206000
U04947,2025-03,0,6,341000
U04949,2025-03,1,5,227000
U04950,2026-05,0,12,852000
U04950,2026-05,1,8,623450
U04951,2026-03,0,2,183050
U04951,2026-03,1,3,87000
U04952,2026-02,0,2,61000
U04952,2026-02,1,3,299000
U04952,2026-02,2,2,57000
U04953,2025-08,0,3,152400
U04954,2025-07,0,7,327000
U04955,2025-10,0,4,256000
U04955,2025-10,1,7,273700
U04956,2025-11,0,6,280000
U04956,2025-11,1,5,340000
U04956,2025-11,2,2,203000
U04958,2026-02,0,5,482000
U04958,2026-02,1,5,377500
U04961,2026-03,0,4,211250
U04961,2026-03,1,8,294000
U04961,2026-03,2,6,343200
U04962,2025-10,0,6,588800
U04962,2025-10,1,7,435350
U04963,2025-05,0,3,100000
U04965,2025-08,0,3,185800
U04965,2025-08,1,3,111000
U04966,2025-09,0,5,210250
U04966,2025-09,1,6,354450
U04966,2025-09,2,6,377000
U04966,2025-09,3,5,249250
U04967,2026-03,0,7,333250
U04967,2026-03,1,8,391800
U04967,2026-03,2,2,119000
U04968,2025-08,0,9,515200
U04968,2025-08,1,6,236200
U04970,2025-05,0,8,257400
U04970,2025-05,1,12,456600
U04970,2025-05,2,5,238550
U04971,2026-04,0,4,231000
U04971,2026-04,1,3,156000
U04971,2026-04,2,9,411000
U04972,2025-05,0,3,97500
U04972,2025-05,1,10,537900
U04975,2026-02,0,11,633700
U04975,2026-02,1,6,200400
U04975,2026-02,2,7,403250
U04975,2026-02,3,4,152900
U04975,2026-02,4,8,331200
U04976,2025-02,0,9,463000
U04976,2025-02,1,6,415850
U04976,2025-02,2,3,147500
U04977,2025-05,0,5,306750
U04977,2025-05,1,7,389000
U04977,2025-05,2,3,131000
U04978,2025-01,0,10,371950
U04978,2025-01,1,4,275000
U04981,2025-10,0,6,361500
U04981,2025-10,1,6,426300
U04981,2025-10,2,8,571800
U04981,2025-10,3,9,470000
U04981,2025-10,4,2,41500
U04981,2025-10,5,4,177500
U04981,2025-10,6,8,504700
U04981,2025-10,7,9,585500
U04983,2025-11,0,6,465000
U04989,2025-08,0,1,113050
U04991,2025-12,0,6,343500
U04991,2025-12,1,4,119000
U04992,2026-04,0,2,136000
U04992,2026-04,1,9,577750
U04992,2026-04,2,2,72800
U04994,2025-05,0,10,479000
U04995,2026-02,0,3,207800
U04995,2026-02,1,7,329950
U04995,2026-02,2,6,506000
U04995,2026-02,3,4,329950
U04995,2026-02,4,2,86000
U04996,2026-06,0,7,599250
U04998,2025-08,0,12,1109850
U04998,2025-08,1,1,89000
U04998,2025-08,2,8,344950
U04998,2025-08,3,5,336250
U04999,2025-05,0,5,286000
U04999,2025-05,1,7,444000
U05000,2025-12,0,3,158000
U05000,2025-12,2,5,248750
U05000,2025-12,3,4,125000
U05000,2025-12,4,11,580000
U05000,2025-12,5,5,401000
U05000,2025-12,6,4,355000
U05001,2026-03,0,2,148600
U05001,2026-03,1,3,119000
U05001,2026-03,2,8,468750
U05001,2026-03,3,4,291200
U05002,2025-06,0,4,333000
U05003,2025-02,0,10,405550
U05003,2025-02,1,7,352850
U05003,2025-02,2,8,549000
U05003,2025-02,3,4,94000
U05004,2025-04,0,8,427500
U05004,2025-04,1,7,329500
U05004,2025-04,2,5,299000
U05004,2025-04,3,5,249000
U05004,2025-04,4,5,255000
U05004,2025-04,5,4,194000
U05004,2025-04,6,3,472100
U05005,2025-09,0,5,277300
U05009,2026-04,0,5,364000
U05009,2026-04,1,3,202250
U05009,2026-04,2,12,717250
U05013,2025-07,0,4,72000
U05013,2025-07,1,7,216500
U05014,2026-01,0,5,498300
U05014,2026-01,1,6,295000
U05014,2026-01,2,3,143100
U05015,2026-02,0,4,352500
U05015,2026-02,1,6,324000
U05015,2026-02,2,4,210000
U05015,2026-02,3,7,379000
U05015,2026-02,4,7,512600
U05016,2025-08,0,6,616550
U05017,2026-03,0,5,188600
U05018,2025-03,0,5,187000
U05018,2025-03,1,5,206000
U05018,2025-03,2,7,232250
U05021,2025-02,0,8,466000
U05022,2025-03,0,6,192000
U05024,2026-05,0,4,105000
U05024,2026-05,1,15,861600
U05025,2026-04,0,3,267000
U05025,2026-04,1,2,61000
U05025,2026-04,2,2,73350
U05027,2026-06,0,7,264000
U05028,2025-11,0,9,571100
U05028,2025-11,1,4,139500
U05028,2025-11,2,6,369400
U05029,2025-03,0,7,369150
U05029,2025-03,1,1,21600
U05029,2025-03,2,7,363700
U05031,2025-09,0,4,175550
U05031,2025-09,1,4,353050
U05031,2025-09,2,7,227200
U05031,2025-09,3,2,50100
U05032,2025-09,0,5,403000
U05033,2025-09,0,6,462000
U05035,2025-05,0,6,278150
U05035,2025-05,1,3,249000
U05036,2026-06,0,7,331000
U05037,2025-07,0,4,319000
U05037,2025-07,1,3,88100
U05037,2025-07,2,7,361900
U05039,2026-01,0,5,233200
U05039,2026-01,1,7,282000
U05039,2026-01,2,4,264000
U05040,2025-12,0,4,248000
U05040,2025-12,1,5,468600
U05041,2025-12,0,3,131000
U05042,2025-03,0,6,380800
U05044,2025-08,0,2,63000
U05046,2025-03,0,7,497550
U05046,2025-03,1,3,138600
U05046,2025-03,2,10,516900
U05046,2025-03,3,3,133000
U05047,2025-02,0,8,402000
U05047,2025-02,1,9,400300
U05049,2026-03,0,8,361900
U05049,2026-03,1,3,159000
U05050,2026-06,0,9,575000
U05051,2025-01,0,6,288000
U05051,2025-01,1,8,384100
U05051,2025-01,2,5,253000
U05051,2025-01,3,8,362300
U05051,2025-01,4,1,50000
U05051,2025-01,5,2,208000
U05054,2026-01,0,6,364000
U05054,2026-01,1,4,376000
U05054,2026-01,2,8,679500
U05054,2026-01,3,5,214400
U05054,2026-01,5,8,206250
U05056,2025-02,0,8,485500
U05057,2025-05,0,4,261000
U05057,2025-05,1,3,57000
U05057,2025-05,2,8,716000
U05057,2025-05,3,4,186000
U05057,2025-05,4,9,388000
U05058,2025-05,0,2,183000
U05059,2026-05,0,13,631250
U05061,2025-05,0,11,607050
U05061,2025-05,1,2,83000
U05061,2025-05,2,5,484000
U05061,2025-05,3,6,229000
U05061,2025-05,4,7,477400
U05062,2025-04,0,5,247000
U05062,2025-04,1,7,296550
U05063,2026-02,0,7,444000
U05063,2026-02,1,3,244000
U05063,2026-02,2,2,51500
U05063,2026-02,3,5,390000
U05063,2026-02,4,6,539000
U05064,2025-03,0,8,477800
U05064,2025-03,1,9,483600
U05066,2025-12,0,4,154250
U05066,2025-12,1,4,258000
U05066,2025-12,2,5,274600
U05066,2025-12,3,5,230050
U05066,2025-12,4,7,665000
U05070,2025-11,0,5,457000
U05070,2025-11,1,3,89000
U05070,2025-11,2,8,391400
U05070,2025-11,3,6,377200
U05070,2025-11,4,5,386000
U05070,2025-11,5,8,537500
U05070,2025-11,6,3,162000
U05078,2025-10,0,3,185300
U05079,2026-03,0,7,530300
U05079,2026-03,1,3,88500
U05080,2026-04,0,8,487000
U05080,2026-04,1,3,219900
U05081,2025-11,0,4,134350
U05081,2025-11,1,3,86250
U05081,2025-11,2,4,308000
U05081,2025-11,3,5,138000
U05081,2025-11,4,8,333000
U05081,2025-11,5,3,78000
U05083,2025-02,0,7,365450
U05083,2025-02,1,6,258000
U05084,2026-01,0,5,450000
U05085,2025-09,0,4,240000
U05085,2025-09,1,7,279000
U05086,2025-10,0,3,79000
U05086,2025-10,1,3,88000
U05088,2026-03,0,1,123000
U05088,2026-03,1,6,339800
U05088,2026-03,2,3,399000
U05088,2026-03,3,5,280000
U05089,2025-04,0,7,295200
U05091,2025-08,0,9,483000
U05093,2025-03,0,1,44000
U05094,2025-02,0,8,335000
U05094,2025-02,1,5,366000
U05094,2025-02,2,6,389150
U05094,2025-02,3,1,54000
U05095,2025-05,0,5,485250
U05095,2025-05,1,1,30000
U05095,2025-05,2,6,301000
U05096,2025-08,0,8,412100
U05096,2025-08,1,3,225000
U05098,2025-12,0,2,136200
U05098,2025-12,1,6,342100
U05098,2025-12,2,8,438200
U05098,2025-12,3,7,284000
U05098,2025-12,4,5,282000
U05098,2025-12,5,7,480900
U05098,2025-12,6,5,362800
U05099,2026-06,0,3,303200
U05101,2025-03,0,6,383000
U05101,2025-03,1,5,207250
U05101,2025-03,2,5,442000
U05103,2025-09,0,2,107000
U05103,2025-09,1,1,36000
U05103,2025-09,2,6,309500
U05104,2025-10,0,8,337650
U05105,2025-09,0,2,158000
U05105,2025-09,1,4,558450
U05107,2025-11,0,5,201300
U05108,2025-06,0,5,329850
U05108,2025-06,1,3,495000
U05108,2025-06,2,1,56000
U05111,2025-08,0,10,603800
U05111,2025-08,1,6,274650
U05111,2025-08,2,5,279550
U05111,2025-08,3,9,477400
U05111,2025-08,4,7,360200
U05111,2025-08,5,7,651900
U05111,2025-08,6,8,494000
U05113,2026-03,0,8,446000
U05117,2025-07,0,4,124400
U05117,2025-07,1,4,462500
U05117,2025-07,2,6,411050
U05118,2026-01,0,8,538000
U05119,2026-01,0,11,891000
U05119,2026-01,1,4,555300
U05119,2026-01,2,4,195000
U05119,2026-01,3,8,499200
U05119,2026-01,4,6,512400
U05119,2026-01,5,8,415200
U05120,2025-10,0,4,474000
U05120,2025-10,1,5,260200
U05122,2026-02,0,5,224250
U05123,2025-06,0,6,300000
U05125,2025-03,0,8,302000
U05125,2025-03,1,8,544000
U05126,2026-01,0,6,329000
U05126,2026-01,1,6,277000
U05126,2026-01,2,3,66750
U05128,2025-11,0,7,445500
U05129,2026-05,0,1,65000
U05129,2026-05,1,7,346250
U05130,2025-06,2,10,374450
U05130,2025-06,3,4,100000
U05130,2025-06,4,8,689750
U05131,2025-02,0,3,120000
U05133,2026-01,0,6,202600
U05135,2025-05,3,6,261850
U05137,2025-04,0,10,489150
U05137,2025-04,1,8,431000
U05137,2025-04,2,5,258000
U05137,2025-04,3,2,37000
U05139,2025-08,0,7,282000
U05139,2025-08,1,5,336600
U05139,2025-08,2,8,699000
U05140,2026-05,0,6,292950
U05140,2026-05,1,6,227000
U05141,2025-02,0,2,133000
U05141,2025-02,1,12,540000
U05142,2026-05,0,5,196000
U05143,2025-04,0,7,448000
U05143,2025-04,1,7,399000
U05143,2025-04,2,1,131000
U05143,2025-04,3,4,246000
U05143,2025-04,4,4,120000
U05144,2025-11,0,4,370600
U05144,2025-11,1,5,305600
U05145,2026-03,1,2,98000
U05145,2026-03,2,4,265000
U05145,2026-03,3,7,376900
U05146,2025-04,0,7,292600
U05147,2025-07,0,2,46900
U05147,2025-07,1,6,344500
U05147,2025-07,2,6,384450
U05147,2025-07,3,8,715800
U05147,2025-07,4,6,207400
U05147,2025-07,5,2,80000
U05147,2025-07,6,5,175300
U05147,2025-07,7,6,382000
U05147,2025-07,8,5,315500
U05147,2025-07,9,6,300600
U05147,2025-07,10,3,195800
U05147,2025-07,11,5,264850
U05148,2025-01,0,11,551650
U05150,2025-10,0,13,869650
U05152,2025-05,0,10,437800
U05152,2025-05,1,2,100800
U05152,2025-05,2,9,529250
U05153,2025-01,1,5,192000
U05154,2025-06,0,4,214850
U05154,2025-06,1,5,279500
U05155,2025-01,0,13,663300
U05155,2025-01,1,9,405600
U05155,2025-01,2,11,431100
U05155,2025-01,3,6,299550
U05155,2025-01,4,4,177000
U05155,2025-01,5,4,398900
U05155,2025-01,6,9,409000
U05155,2025-01,7,6,366000
U05155,2025-01,8,5,296900
U05155,2025-01,9,5,214950
U05155,2025-01,10,4,197500
U05155,2025-01,11,9,503500
U05155,2025-01,12,5,330000
U05155,2025-01,13,8,332750
U05157,2025-11,0,6,314800
U05158,2025-03,0,4,139200
U05158,2025-03,1,3,157000
U05159,2025-05,0,10,429500
U05160,2025-11,0,5,213100
U05160,2025-11,1,4,207000
U05161,2026-03,0,5,155450
U05163,2026-05,0,11,345600
U05166,2025-10,0,9,536800
U05167,2025-02,0,3,161000
U05167,2025-02,1,4,237500
U05167,2025-02,2,4,285750
U05167,2025-02,3,5,350700
U05167,2025-02,4,9,521550
U05167,2025-02,5,10,522000
U05167,2025-02,6,2,181000
U05167,2025-02,7,5,365100
U05168,2026-01,0,8,458100
U05168,2026-01,1,4,335600
U05168,2026-01,2,8,467300
U05169,2025-06,0,8,450350
U05170,2025-08,0,2,142000
U05170,2025-08,1,2,52800
U05172,2025-06,0,5,180500
U05173,2025-01,0,7,260000
U05174,2025-03,0,8,429200
U05175,2025-05,8,2,107000
U05175,2025-05,9,9,612300
U05175,2025-05,10,10,602550
U05175,2025-05,11,7,391900
U05175,2025-05,12,3,232700
U05175,2025-05,13,7,509000
U05176,2026-05,0,7,281800
U05177,2025-03,0,5,208000
U05179,2025-11,0,7,392000
U05180,2025-04,0,8,346500
U05182,2025-01,1,7,286000
U05182,2025-01,2,4,254000
U05182,2025-01,3,7,298000
U05182,2025-01,4,5,218000
U05182,2025-01,5,2,231000
U05182,2025-01,6,4,408450
U05182,2025-01,7,6,221850
U05182,2025-01,8,3,69000
U05182,2025-01,9,5,290500
U05182,2025-01,10,3,105000
U05183,2025-05,0,4,165000
U05183,2025-05,1,5,359000
U05183,2025-05,2,7,473250
U05184,2025-05,0,5,146100
U05185,2025-11,0,5,311000
U05187,2025-10,0,9,637850
U05187,2025-10,2,1,24000
U05187,2025-10,3,5,261000
U05187,2025-10,4,6,549050
U05188,2025-04,9,4,93100
U05188,2025-04,10,4,238800
U05189,2025-02,0,9,395300
U05189,2025-02,1,7,524000
U05190,2025-12,0,4,158800
U05190,2025-12,1,1,25000
U05190,2025-12,2,4,162000
U05190,2025-12,3,3,104450
U05190,2025-12,4,6,325000
U05190,2025-12,5,3,111300
U05190,2025-12,6,5,249500
U05191,2026-06,0,5,334000
U05193,2026-05,0,4,214000
U05193,2026-05,1,5,141000
U05194,2025-07,0,7,488000
U05194,2025-07,1,5,440000
U05194,2025-07,2,3,85000
U05195,2026-06,0,6,707550
U05197,2026-05,0,4,415000
U05197,2026-05,1,5,229600
U05200,2025-05,0,8,288000
U05200,2025-05,1,7,391900
U05201,2025-10,0,7,274950
U05202,2025-07,0,4,235500
U05203,2025-10,0,6,259000
U05203,2025-10,1,9,504800
U05204,2026-01,0,1,22000
U05205,2025-07,0,7,606000
U05205,2025-07,1,8,438300
U05205,2025-07,2,3,260000
U05205,2025-07,3,3,220900
U05205,2025-07,4,4,165300
U05205,2025-07,5,2,58000
U05205,2025-07,6,3,334900
U05205,2025-07,7,4,268550
U05205,2025-07,8,5,384900
U05205,2025-07,9,6,403200
U05205,2025-07,10,6,350000
U05205,2025-07,11,1,80000
U05206,2025-09,0,2,45000
U05206,2025-09,1,4,157000
U05207,2026-02,0,2,172000
U05208,2026-04,0,8,707000
U05211,2026-04,0,13,724750
U05211,2026-04,1,6,299000
U05212,2025-11,0,6,314500
U05214,2025-08,0,5,280600
U05214,2025-08,1,5,287000
U05216,2025-10,0,3,174000
U05217,2026-05,0,2,166000
U05217,2026-05,1,6,299000
U05218,2025-08,0,5,376300
U05219,2026-02,0,10,656000
U05221,2025-03,0,7,417950
U05221,2025-03,1,8,294150
U05222,2025-06,0,4,435700
U05222,2025-06,1,3,145000
U05223,2025-05,0,5,198450
U05224,2025-04,4,6,297750
U05224,2025-04,5,4,195300
U05226,2026-06,0,7,355050
U05227,2025-12,0,1,25000
U05227,2025-12,1,6,541000
U05227,2025-12,2,5,228400
U05230,2025-01,0,16,881050
U05232,2025-03,0,6,298200
U05233,2026-03,0,2,101000
U05234,2025-08,0,2,162000
U05234,2025-08,1,1,33000
U05234,2025-08,2,9,625700
U05234,2025-08,3,9,470000
U05234,2025-08,4,5,316700
U05234,2025-08,5,3,277000
U05234,2025-08,6,8,420500
U05234,2025-08,7,6,307000
U05234,2025-08,8,5,354700
U05236,2025-10,0,8,415000
U05236,2025-10,1,6,245500
U05236,2025-10,2,2,53000
U05236,2025-10,3,4,291000
U05236,2025-10,4,6,324300
U05237,2025-09,0,4,247000
U05238,2025-06,0,5,324000
U05238,2025-06,1,6,318300
U05238,2025-06,2,2,109000
U05244,2025-03,0,12,466750
U05245,2025-01,0,8,451000
U05246,2025-08,0,4,301000
U05246,2025-08,1,3,72750
U05247,2025-03,10,4,112500
U05247,2025-03,11,8,390100
U05247,2025-03,12,8,312700
U05247,2025-03,13,7,417200
U05247,2025-03,14,6,205900
U05248,2025-08,0,1,75000
U05249,2026-02,0,6,585000
U05249,2026-02,1,4,144000
U05249,2026-02,2,7,377000
U05250,2025-10,0,3,166100
U05250,2025-10,1,2,66000
U05250,2025-10,2,4,215000
U05250,2025-10,3,5,506000
U05250,2025-10,4,3,193900
U05251,2025-05,0,3,153000
U05253,2026-05,0,6,276000
U05253,2026-05,1,4,264000
U05256,2025-07,0,3,225000
U05256,2025-07,1,3,172000
U05256,2025-07,2,7,644550
U05257,2026-04,0,5,143800
U05257,2026-04,1,4,345800
U05257,2026-04,2,12,892000
U05258,2025-04,0,4,235000
U05259,2026-03,0,4,290250
U05259,2026-03,1,2,69000
U05259,2026-03,2,1,50000
U05259,2026-03,3,7,382000
U05261,2025-10,0,4,230500
U05263,2025-10,0,9,482000
U05263,2025-10,1,6,380000
U05263,2025-10,2,2,41750
U05263,2025-10,3,7,336000
U05263,2025-10,4,3,234100
U05263,2025-10,5,5,183350
U05263,2025-10,6,5,433350
U05264,2026-06,0,4,398000
U05265,2026-02,0,7,308600
U05266,2025-09,0,2,55000
U05266,2025-09,1,5,245000
U05266,2025-09,2,4,372850
U05266,2025-09,3,4,146000
U05266,2025-09,4,6,329300
U05267,2025-05,0,13,627450
U05267,2025-05,1,4,322000
U05267,2025-05,2,1,25000
U05267,2025-05,3,6,440000
U05267,2025-05,4,6,162700
U05267,2025-05,5,8,380550
U05268,2025-09,0,4,182000
U05268,2025-09,1,2,156000
U05268,2025-09,2,2,105000
U05268,2025-09,3,2,69000
U05268,2025-09,4,4,262000
U05268,2025-09,5,2,128000
U05268,2025-09,6,3,180750
U05268,2025-09,7,5,280000
U05268,2025-09,8,10,644000
U05268,2025-09,9,2,48000
U05270,2025-05,0,5,213000
U05271,2025-05,0,3,117000
U05272,2025-08,0,5,356000
U05272,2025-08,1,3,206450
U05272,2025-08,2,2,93000
U05272,2025-08,3,4,255400
U05272,2025-08,4,2,155000
U05272,2025-08,5,2,112600
U05272,2025-08,6,1,61200
U05272,2025-08,7,3,86000
U05272,2025-08,8,5,269300
U05273,2025-12,0,3,91000
U05273,2025-12,1,4,409000
U05277,2025-05,0,3,170600
U05279,2026-06,0,8,464900
U05280,2026-05,0,3,131000
U05281,2025-11,0,6,217000
U05281,2025-11,1,5,253000
U05283,2025-04,0,7,240100
U05287,2025-04,0,9,352800
U05289,2025-03,0,4,126200
U05289,2025-03,1,6,207100
U05290,2025-10,0,5,438350
U05290,2025-10,1,3,162000
U05291,2026-01,0,6,352400
U05291,2026-01,1,7,487750
U05292,2025-07,0,7,444550
U05293,2025-07,0,4,150000
U05294,2025-03,0,8,349350
U05294,2025-03,1,10,483000
U05294,2025-03,2,6,298750
U05294,2025-03,3,5,287000
U05294,2025-03,4,3,159000
U05294,2025-03,5,5,289000
U05295,2025-05,0,6,241250
U05295,2025-05,1,4,188000
U05295,2025-05,2,2,90000
U05295,2025-05,3,4,228000
U05295,2025-05,4,5,305300
U05295,2025-05,5,5,197150
U05295,2025-05,6,3,267000
U05295,2025-05,7,5,205100
U05295,2025-05,8,5,330800
U05296,2025-08,0,3,108000
U05297,2025-01,0,14,730500
U05297,2025-01,1,4,157000
U05297,2025-01,2,6,308000
U05299,2026-03,0,7,949000
U05300,2026-01,0,5,290200
U05306,2025-11,0,6,394150
U05308,2025-09,0,8,496300
U05308,2025-09,1,9,531600
U05308,2025-09,2,8,352600
U05308,2025-09,3,5,183000
U05309,2025-05,0,9,573500
U05309,2025-05,1,3,58000
U05309,2025-05,2,5,322000
U05309,2025-05,3,10,691700
U05309,2025-05,4,2,80000
U05310,2025-08,0,5,401000
U05311,2025-05,0,3,147400
U05311,2025-05,1,3,174000
U05311,2025-05,2,7,373250
U05311,2025-05,3,7,321750
U05311,2025-05,4,2,180000
U05311,2025-05,5,8,476000
U05311,2025-05,6,10,557850
U05311,2025-05,7,3,174000
U05311,2025-05,8,4,184000
U05311,2025-05,9,9,460000
U05311,2025-05,10,3,239000
U05311,2025-05,11,6,523000
U05311,2025-05,12,3,290000
U05312,2025-11,0,6,472950
U05312,2025-11,1,4,182000
U05314,2025-08,0,3,168700
U05314,2025-08,1,5,314000
U05314,2025-08,2,3,262500
U05314,2025-08,3,9,453000
U05314,2025-08,4,6,474000
U05314,2025-08,5,2,97000
U05314,2025-08,6,6,589850
U05314,2025-08,7,3,125600
U05314,2025-08,8,3,152700
U05314,2025-08,9,6,200100
U05314,2025-08,10,3,344000
U05315,2025-10,0,4,467000
U05316,2025-12,0,7,434050
U05317,2025-06,0,8,463500
U05317,2025-06,1,2,130500
U05318,2026-05,0,12,1006150
U05319,2026-01,0,10,571850
U05319,2026-01,1,7,346600
U05319,2026-01,2,10,503200
U05321,2025-10,0,4,242500
U05321,2025-10,1,6,189000
U05322,2025-12,0,5,191500
U05322,2025-12,1,4,433000
U05324,2025-06,0,4,337000
U05324,2025-06,1,4,296000
U05324,2025-06,2,4,229100
U05324,2025-06,3,4,163600
U05324,2025-06,4,4,247000
U05324,2025-06,5,8,526000
U05324,2025-06,6,9,750500
U05324,2025-06,7,8,386000
U05324,2025-06,8,5,584800
U05324,2025-06,9,5,215000
U05324,2025-06,10,6,458500
U05326,2025-06,0,8,454500
U05326,2025-06,1,4,143000
U05327,2025-08,0,2,210850
U05330,2025-11,0,7,188350
U05331,2026-03,0,7,232750
U05331,2026-03,1,8,358900
U05332,2025-06,0,7,545250
U05332,2025-06,1,8,370600
U05332,2025-06,2,7,386350
U05336,2026-05,0,8,613500
U05336,2026-05,1,10,469550
U05337,2025-08,0,3,244000
U05338,2025-07,0,5,342400
U05338,2025-07,1,6,361000
U05339,2026-05,0,5,211200
U05340,2025-05,0,8,538000
U05340,2025-05,1,9,571000
U05342,2025-05,0,7,265000
U05342,2025-05,1,5,194000
U05343,2025-10,0,4,487900
U05344,2025-12,0,3,91000
U05344,2025-12,1,5,266000
U05344,2025-12,2,2,61000
U05344,2025-12,3,5,307550
U05344,2025-12,4,5,373900
U05344,2025-12,5,5,356000
U05344,2025-12,6,2,151400
U05345,2025-12,0,10,429000
U05346,2025-10,0,4,166000
U05347,2025-08,0,5,327300
U05347,2025-08,1,5,357000
U05348,2025-11,0,5,237000
U05349,2025-06,0,2,114000
U05349,2025-06,1,7,385450
U05351,2026-05,0,3,259600
U05351,2026-05,1,11,808200
U05353,2026-06,0,4,246000
U05354,2025-06,0,4,270000
U05354,2025-06,1,9,492150
U05356,2025-02,0,6,340000
U05356,2025-02,1,9,380500
U05356,2025-02,2,12,832000
U05357,2025-02,0,8,435000
U05359,2026-04,0,4,504600
U05360,2026-05,0,7,436900
U05360,2026-05,1,2,296000
U05362,2025-04,0,5,268000
U05362,2025-04,1,10,445000
U05364,2025-03,0,10,547800
U05365,2026-02,0,6,417450
U05365,2026-02,1,2,87000
U05365,2026-02,2,6,194500
U05365,2026-02,3,3,193600
U05367,2026-03,0,8,390750
U05367,2026-03,1,7,658900
U05367,2026-03,2,6,307100
U05367,2026-03,3,8,726300
U05368,2026-04,0,3,474000
