pelanggan_id,trx_30d,hari_sejak_transaksi_terakhir,nilai_rata2,pakai_promo,kanal,jumlah_produk_beda,churn
C01862,1,21,39300.0,1,iklan,4,1
C01863,2,31,116500.0,1,organik,3,0
C01864,0,46,66700.0,1,iklan,3,1
C01865,4,19,92900.0,0,iklan,5,0
C01866,3,53,109100.0,0,iklan,4,0
C01867,4,52,115900.0,1,organik,5,0
C01868,2,59,15000.0,1,iklan,3,1
C01869,5,33,75300.0,0,organik,4,0
C01870,2,10,87100.0,0,organik,4,0
C01871,4,13,66900.0,0,organik,3,0
C01872,1,9,87800.0,0,iklan,5,0
C01873,5,40,111100.0,0,organik,2,0
C01874,3,44,91800.0,1,iklan,3,0
C01875,1,22,89700.0,0,referral,4,0
C01876,4,32,94800.0,0,iklan,2,1
C01877,3,42,18700.0,0,referral,1,0
C01878,6,37,110900.0,0,iklan,4,0
C01879,3,13,115100.0,0,organik,3,0
C01880,4,11,81700.0,0,iklan,1,0
C01881,1,33,81000.0,0,organik,1,0
C01882,5,48,39700.0,1,organik,1,1
C01883,3,36,66400.0,1,iklan,5,0
C01884,3,46,102300.0,0,iklan,4,1
C01885,2,35,97400.0,0,iklan,3,0
C01886,6,45,53300.0,0,organik,3,0
C01887,4,18,79800.0,0,iklan,1,0
C01888,6,3,82000.0,0,referral,1,0
C01889,2,21,48500.0,1,iklan,4,0
C01890,3,46,127900.0,1,iklan,2,1
C01891,1,45,80400.0,1,organik,1,1
C01892,2,25,103100.0,0,organik,5,0
C01893,8,13,93500.0,0,iklan,5,0
C01894,4,55,96700.0,0,iklan,2,0
C01895,2,16,77100.0,0,iklan,3,1
C01896,2,15,36000.0,0,organik,2,1
C01897,4,46,99600.0,0,organik,5,0
C01898,2,31,101000.0,0,organik,4,0
C01899,3,3,62600.0,0,organik,4,0
C01900,2,46,70300.0,1,iklan,3,1
C01901,1,51,37000.0,0,iklan,5,1
C01902,4,58,82600.0,0,organik,2,1
C01903,3,23,42200.0,1,iklan,3,1
C01904,1,44,121600.0,1,iklan,2,1
C01905,4,9,84100.0,0,organik,2,0
C01906,5,51,89200.0,1,iklan,4,0
C01907,2,18,110900.0,1,organik,1,0
C01908,2,21,107400.0,0,iklan,5,0
C01909,4,32,72500.0,0,organik,4,0
C01910,4,43,93300.0,1,organik,2,1
C01911,2,12,30300.0,1,referral,5,0
C01912,6,47,114700.0,0,iklan,2,0
C01913,1,8,54200.0,0,referral,4,0
C01914,3,46,54800.0,0,iklan,4,1
C01915,2,7,49200.0,0,iklan,3,0
C01916,4,21,49000.0,0,iklan,4,0
C01917,2,26,75000.0,1,iklan,4,0
C01918,5,21,112900.0,0,organik,1,1
C01919,0,52,84600.0,0,organik,2,1
C01920,7,15,70400.0,0,organik,3,0
C01921,2,24,42000.0,1,iklan,5,1
C01922,5,5,68100.0,1,organik,5,0
C01923,5,21,113100.0,0,organik,1,1
C01924,5,15,94700.0,0,organik,4,0
C01925,4,5,48900.0,1,iklan,4,0
C01926,7,19,43900.0,0,iklan,1,0
C01927,2,25,57400.0,0,organik,2,0
C01928,2,20,78500.0,0,organik,4,1
C01929,6,11,81700.0,1,organik,5,0
C01930,2,24,72000.0,1,organik,4,1
C01931,3,45,81900.0,0,iklan,5,0
C01932,3,7,134600.0,0,iklan,5,0
C01933,5,27,57800.0,0,organik,2,0
C01934,4,33,77900.0,0,organik,3,0
C01935,2,31,64800.0,0,organik,1,0
C01936,2,38,145000.0,0,iklan,5,0
C01937,6,44,45500.0,0,iklan,3,0
C01938,3,3,38700.0,0,referral,2,0
C01939,2,42,61800.0,1,organik,4,1
C01940,1,58,125700.0,0,referral,2,1
C01941,2,2,82600.0,0,iklan,5,0
C01942,6,36,41600.0,1,referral,1,0
C01943,5,36,76000.0,1,organik,4,0
C01944,5,18,74400.0,1,iklan,4,0
C01945,1,3,84200.0,0,iklan,4,1
C01946,4,37,57300.0,0,iklan,3,1
C01947,4,12,80000.0,0,iklan,3,0
C01948,5,17,53100.0,1,referral,1,0
C01949,4,39,57400.0,1,iklan,2,1
C01950,4,17,56900.0,1,iklan,1,0
C01951,1,56,86600.0,0,iklan,5,1
C01952,7,12,122200.0,0,organik,4,0
C01953,4,18,125200.0,1,iklan,5,0
C01954,1,52,112800.0,1,organik,1,1
C01955,4,39,53600.0,0,referral,5,0
C01956,2,53,75500.0,1,organik,2,0
C01957,3,22,74900.0,0,organik,3,0
C01958,4,29,69800.0,1,iklan,2,0
C01959,2,35,80400.0,0,iklan,2,1
C01960,2,2,124100.0,1,organik,2,0
C01961,2,50,78500.0,0,referral,1,1
C01962,8,43,79700.0,0,iklan,5,0
C01963,10,28,80700.0,0,organik,3,0
C01964,2,20,96800.0,0,organik,1,0
C01965,8,8,72400.0,1,organik,4,0
C01966,2,49,103000.0,1,iklan,4,0
C01967,3,28,70400.0,1,iklan,5,0
C01968,5,56,97100.0,0,organik,2,0
C01969,7,4,87100.0,0,organik,4,0
C01970,5,7,45300.0,1,organik,1,0
C01971,2,21,77300.0,1,iklan,3,1
C01972,0,4,58100.0,1,iklan,4,1
C01973,1,4,103000.0,0,organik,5,0
C01974,7,17,67900.0,0,referral,3,0
C01975,4,10,92500.0,0,organik,1,0
C01976,2,2,51200.0,1,organik,4,0
C01977,4,34,106600.0,0,referral,5,0
C01978,6,23,28400.0,1,organik,3,0
C01979,5,53,102600.0,0,organik,3,0
C01980,5,14,67800.0,0,referral,1,0
C01981,3,40,64000.0,0,iklan,2,0
C01982,4,1,117100.0,0,iklan,3,0
C01983,4,20,80400.0,0,organik,1,0
C01984,2,9,85700.0,0,organik,5,0
C01985,4,21,76100.0,1,organik,2,0
C01986,2,8,86700.0,0,iklan,2,1
C01987,2,44,111000.0,1,iklan,4,0
C01988,2,6,73100.0,1,organik,4,0
C01989,3,30,67700.0,1,iklan,2,0
C01990,4,2,100900.0,1,iklan,3,0
C01991,3,59,37500.0,0,referral,3,1
C01992,5,16,104500.0,0,organik,2,0
C01993,2,49,54400.0,1,organik,1,0
C01994,1,50,116800.0,0,iklan,5,1
C01995,3,41,66700.0,0,iklan,2,0
C01996,1,1,104400.0,0,iklan,2,1
C01997,1,55,93800.0,1,organik,4,1
C01998,6,25,65300.0,1,organik,1,0
C01999,3,47,90200.0,0,iklan,1,1
C02000,3,41,88200.0,0,iklan,4,1
C02001,2,24,83800.0,1,organik,3,0
C02002,5,57,119500.0,1,organik,3,1
C02003,4,10,55900.0,0,organik,3,0
C02004,3,42,24100.0,1,iklan,1,0
C02005,6,55,66200.0,0,organik,3,0
C02006,2,19,63900.0,1,organik,3,0
C02007,6,24,80800.0,1,organik,2,0
C02008,3,4,77900.0,0,iklan,5,0
C02009,5,25,100200.0,0,iklan,2,0
C02010,1,44,24300.0,0,iklan,5,0
C02011,8,23,49300.0,0,organik,3,0
C02012,3,27,117400.0,0,organik,2,1
C02013,1,43,66600.0,0,organik,4,1
C02014,4,9,74500.0,0,iklan,5,0
C02015,3,35,66200.0,0,organik,5,0
C02016,2,16,33900.0,1,organik,3,0
C02017,8,51,72200.0,0,iklan,5,0
C02018,2,11,52300.0,0,organik,5,0
C02019,5,23,65900.0,0,organik,4,0
C02020,5,11,104200.0,1,organik,4,0
C02021,4,27,25200.0,0,iklan,2,0
C02022,5,41,100400.0,0,organik,1,0
C02023,1,4,55700.0,0,iklan,4,0
C02024,4,48,47200.0,1,organik,5,0
C02025,1,18,51900.0,0,organik,5,0
C02026,6,45,109900.0,1,referral,2,0
C02027,2,33,39800.0,0,organik,5,1
C02028,4,5,15000.0,0,organik,5,0
C02029,1,11,126700.0,0,referral,4,0
C02030,4,48,74500.0,0,iklan,3,0
C02031,4,58,81600.0,0,organik,2,0
C02032,4,36,80000.0,0,iklan,1,1
C02033,4,5,64500.0,0,iklan,3,0
C02034,6,45,90000.0,1,organik,3,1
C02035,3,39,28600.0,0,iklan,1,1
C02036,4,46,47500.0,0,organik,1,1
C02037,4,7,94800.0,1,iklan,1,1
C02038,1,42,80500.0,1,organik,4,1
C02039,2,9,71400.0,1,organik,4,0
C02040,1,50,44700.0,0,iklan,2,1
C02041,3,10,102800.0,0,iklan,5,0
C02042,4,59,94000.0,0,iklan,4,1
C02043,8,6,89000.0,0,organik,5,0
C02044,3,12,131400.0,0,organik,1,0
C02045,3,2,94700.0,0,iklan,2,0
C02046,2,55,54600.0,1,iklan,3,0
C02047,4,58,89500.0,1,referral,1,1
C02048,3,48,77300.0,1,referral,1,0
C02049,3,51,75800.0,0,referral,4,0
C02050,3,10,75000.0,0,referral,5,0
C02051,2,16,104900.0,0,iklan,3,0
C02052,1,42,88300.0,0,organik,3,1
C02053,5,39,100500.0,0,referral,3,0
C02054,1,5,50300.0,1,iklan,3,1
C02055,5,40,49200.0,0,referral,3,1
C02056,3,16,88300.0,0,organik,4,0
C02057,6,53,98100.0,1,organik,5,0
C02058,2,28,75700.0,1,organik,1,0
C02059,4,51,79900.0,0,organik,3,0
C02060,5,21,71900.0,1,iklan,2,1
C02061,1,14,75200.0,1,iklan,3,0
C02062,2,17,22800.0,1,iklan,3,0
C02063,8,50,57100.0,0,iklan,5,0
C02064,4,42,84500.0,0,referral,5,0
C02065,4,43,48900.0,1,referral,5,0
C02066,4,54,110500.0,0,organik,2,0
C02067,4,10,107700.0,1,referral,5,0
C02068,4,3,52400.0,0,organik,2,0
C02069,3,38,30800.0,0,iklan,1,0
C02070,1,25,64400.0,0,iklan,3,0
C02071,5,1,87000.0,1,organik,4,0
C02072,5,19,91200.0,0,organik,5,0
C02073,4,50,80100.0,1,organik,4,1
C02074,4,8,77600.0,0,organik,5,0
C02075,3,42,65300.0,1,organik,4,0
C02076,3,16,96200.0,0,organik,2,0
C02077,3,36,113200.0,1,iklan,4,0
C02078,3,10,62100.0,0,iklan,3,0
C02079,1,23,75300.0,0,organik,1,1
C02080,2,58,33400.0,0,organik,4,1
C02081,3,37,96300.0,1,organik,4,0
C02082,1,12,85900.0,0,organik,3,1
C02083,2,10,49200.0,1,referral,2,0
C02084,3,7,44000.0,0,referral,2,1
C02085,1,38,48200.0,1,iklan,5,1
C02086,3,28,54600.0,0,referral,5,0
C02087,6,58,78200.0,1,organik,3,1
C02088,3,45,74700.0,0,iklan,2,0
C02089,3,56,103100.0,1,iklan,2,1
C02090,0,11,94500.0,0,iklan,3,1
C02091,3,55,74000.0,0,organik,4,0
C02092,5,42,15000.0,1,iklan,4,1
C02093,1,40,49600.0,0,organik,1,1
C02094,3,51,80100.0,0,organik,3,0
C02095,3,56,94300.0,0,organik,1,1
C02096,3,54,126100.0,0,organik,2,1
C02097,3,51,64100.0,1,organik,2,1
C02098,1,32,79400.0,1,iklan,5,1
C02099,2,35,91500.0,1,iklan,1,1
C02100,2,6,32100.0,0,organik,5,0
C02101,2,52,85000.0,0,organik,4,1
C02102,2,54,97700.0,1,iklan,2,0
C02103,3,3,98800.0,0,referral,3,0
C02104,1,31,90800.0,1,organik,5,1
C02105,3,32,102800.0,1,referral,2,1
C02106,3,58,69400.0,1,organik,3,1
C02107,5,42,66800.0,0,iklan,5,1
C02108,1,14,94400.0,1,referral,3,0
C02109,5,55,75600.0,1,referral,4,1
C02110,5,13,108100.0,1,organik,4,0
C02111,5,34,106300.0,0,organik,4,0
C02112,6,59,83200.0,1,organik,4,1
C02113,1,33,84000.0,0,referral,3,0
C02114,9,17,89100.0,0,referral,4,0
C02115,2,54,84900.0,0,organik,3,0
C02116,3,57,101800.0,1,organik,2,1
C02117,6,22,99000.0,0,iklan,3,0
C02118,5,35,99600.0,0,iklan,1,0
C02119,1,40,92600.0,0,referral,2,0
C02120,1,38,95400.0,1,organik,2,1
C02121,4,55,46000.0,0,iklan,1,1
C02122,3,55,93400.0,1,organik,1,1
C02123,5,42,65200.0,1,iklan,4,0
C02124,5,36,75800.0,1,iklan,1,1
C02125,2,14,79500.0,0,organik,1,0
C02126,4,9,85400.0,0,referral,5,0
C02127,6,35,97800.0,0,organik,5,0
C02128,4,45,69800.0,0,referral,2,0
C02129,0,14,41400.0,0,organik,2,0
C02130,1,48,68300.0,0,organik,1,1
C02131,2,30,44100.0,0,organik,1,1
C02132,3,34,78700.0,0,iklan,3,1
C02133,1,36,91000.0,1,iklan,1,1
C02134,2,19,85200.0,1,organik,2,0
C02135,3,49,108300.0,0,organik,5,0
C02136,0,11,32300.0,0,organik,4,0
C02137,2,19,112100.0,0,iklan,5,0
C02138,2,31,58600.0,0,organik,2,1
C02139,4,16,88600.0,0,organik,2,0
C02140,1,45,78400.0,0,iklan,4,0
C02141,4,33,97400.0,0,organik,1,0
C02142,1,43,91100.0,1,organik,2,0
C02143,3,18,72400.0,0,referral,5,0
C02144,6,36,44600.0,0,referral,2,0
C02145,3,44,47800.0,0,organik,2,1
C02146,3,11,106100.0,0,organik,2,0
C02147,5,42,77700.0,1,iklan,3,0
C02148,4,33,119100.0,0,organik,4,0
C02149,4,37,45800.0,1,referral,3,0
C02150,6,14,116500.0,0,organik,1,0
C02151,2,25,100800.0,0,organik,2,1
C02152,5,38,61200.0,1,organik,2,0
C02153,3,24,62700.0,0,iklan,4,0
C02154,4,44,56900.0,1,iklan,4,1
C02155,6,14,90000.0,0,iklan,1,0
C02156,2,36,96600.0,1,organik,2,1
C02157,3,36,82300.0,0,referral,5,0
C02158,1,58,84200.0,0,organik,1,1
C02159,3,8,105300.0,0,iklan,4,0
C02160,3,47,91300.0,0,iklan,1,0
C02161,5,18,130300.0,1,organik,4,0
C02162,4,23,71300.0,1,organik,4,0
C02163,1,41,61800.0,1,iklan,2,1
C02164,3,56,108500.0,0,iklan,2,1
C02165,6,6,90600.0,0,organik,4,0
C02166,5,44,57300.0,0,organik,5,0
C02167,5,33,71200.0,1,organik,3,0
C02168,3,9,94400.0,1,referral,3,0
C02169,5,45,62800.0,1,organik,3,1
C02170,4,13,85900.0,0,organik,1,0
C02171,6,20,75100.0,1,organik,2,0
C02172,7,48,81000.0,0,referral,1,0
C02173,4,3,96600.0,0,referral,4,0
C02174,4,47,77900.0,0,iklan,3,0
C02175,3,36,79000.0,1,organik,1,1
C02176,3,44,74300.0,0,referral,2,1
C02177,3,59,102800.0,1,organik,1,1
C02178,3,47,37800.0,0,iklan,3,1
C02179,6,16,121800.0,0,iklan,2,0
C02180,3,4,55200.0,1,referral,3,0
C02181,8,3,85400.0,1,organik,1,0
C02182,6,24,49600.0,0,iklan,5,0
C02183,1,58,93000.0,0,iklan,5,1
C02184,2,40,33800.0,1,organik,4,0
C02185,3,25,95300.0,1,referral,2,0
C02186,6,24,69800.0,1,organik,5,0
C02187,1,1,77300.0,0,organik,2,0
C02188,2,12,115900.0,0,organik,2,1
C02189,3,55,84300.0,1,organik,2,1
C02190,2,2,93500.0,1,organik,5,0
C02191,5,17,77000.0,1,organik,1,0
C02192,4,24,49900.0,1,referral,1,0
C02193,5,12,55700.0,1,iklan,5,0
C02194,3,14,44900.0,0,organik,1,0
C02195,4,35,107700.0,1,organik,2,1
C02196,2,26,106000.0,1,iklan,5,0
C02197,5,44,27800.0,0,iklan,2,1
C02198,0,46,100300.0,1,referral,2,1
C02199,5,17,37600.0,1,organik,1,0
C02200,0,18,113600.0,1,organik,5,0
C02201,2,38,63300.0,0,organik,2,1
C02202,1,52,80100.0,1,iklan,3,0
C02203,2,3,80400.0,1,organik,4,1
C02204,5,56,61700.0,0,organik,5,0
C02205,0,41,62800.0,0,iklan,3,1
C02206,3,27,24200.0,0,organik,5,0
C02207,4,12,128600.0,0,iklan,5,0
C02208,3,59,76800.0,0,organik,3,1
C02209,3,4,108000.0,1,iklan,4,0
C02210,3,37,68300.0,1,iklan,4,1
C02211,2,34,52100.0,1,iklan,4,1
C02212,2,26,103000.0,0,organik,3,0
C02213,5,32,99300.0,0,iklan,4,0
C02214,2,3,105400.0,0,iklan,2,1
C02215,5,44,53300.0,1,iklan,4,0
C02216,1,16,50300.0,0,iklan,3,1
C02217,3,3,82500.0,1,iklan,3,0
C02218,5,41,68500.0,0,iklan,1,0
C02219,8,40,94800.0,1,organik,1,0
C02220,4,47,71300.0,0,organik,4,0
C02221,3,26,57500.0,0,iklan,5,0
C02222,2,3,72900.0,0,referral,1,0
C02223,3,41,70600.0,0,iklan,1,1
C02224,1,21,42300.0,0,iklan,5,0
C02225,2,12,74500.0,1,organik,1,0
C02226,4,42,81500.0,1,iklan,4,1
C02227,4,35,47400.0,0,organik,2,1
C02228,4,3,75000.0,0,iklan,4,0
C02229,1,21,95800.0,0,iklan,4,0
C02230,6,16,69900.0,1,iklan,5,0
C02231,5,16,59700.0,1,iklan,5,0
C02232,1,28,51000.0,1,organik,3,0
C02233,3,18,80200.0,1,organik,1,0
C02234,3,7,90000.0,0,iklan,5,0
C02235,0,51,110500.0,0,iklan,4,1
C02236,3,47,80600.0,0,referral,3,0
C02237,3,13,62000.0,1,iklan,3,0
C02238,4,18,100100.0,0,iklan,5,1
C02239,3,39,82500.0,1,iklan,2,0
C02240,6,35,93600.0,1,organik,4,0
C02241,3,9,74300.0,0,organik,2,0
C02242,2,13,92000.0,0,iklan,5,0
C02243,5,42,83900.0,0,iklan,4,0
C02244,0,41,64300.0,1,iklan,3,1
C02245,3,5,67500.0,0,organik,3,1
C02246,1,30,36700.0,1,referral,4,0
C02247,3,26,63200.0,0,referral,5,0
C02248,5,33,62100.0,0,iklan,2,0
C02249,5,38,95000.0,0,organik,2,1
C02250,5,39,117200.0,0,organik,3,0
C02251,4,33,100500.0,1,organik,4,0
C02252,1,42,111000.0,1,organik,3,0
C02253,7,20,103200.0,0,organik,2,0
C02254,6,9,57000.0,1,referral,1,0
C02255,2,38,95100.0,1,iklan,3,1
C02256,6,43,107900.0,1,referral,4,0
C02257,0,21,54200.0,1,iklan,4,0
C02258,7,40,70600.0,0,organik,2,0
C02259,0,49,94000.0,0,referral,4,1
C02260,3,16,90300.0,0,iklan,2,0
C02261,1,31,38600.0,0,iklan,3,0
C02262,2,42,117400.0,0,organik,2,1
C02263,5,29,79200.0,0,iklan,5,0
C02264,4,35,88500.0,0,organik,3,0
C02265,4,26,57800.0,0,organik,4,0
C02266,1,54,72800.0,0,iklan,2,1
C02267,1,43,92800.0,0,iklan,3,1
C02268,1,37,43100.0,1,organik,3,1
C02269,3,43,95900.0,1,organik,2,1
C02270,3,29,76600.0,1,iklan,5,0
C02271,2,32,64500.0,0,organik,1,1
C02272,4,10,80300.0,0,organik,3,0
C02273,5,30,123500.0,0,organik,1,0
C02274,3,11,42100.0,0,organik,2,0
C02275,4,11,77700.0,1,referral,5,0
C02276,2,20,25400.0,0,iklan,4,0
C02277,1,37,73300.0,1,iklan,2,1
C02278,5,20,57800.0,0,iklan,2,0
C02279,4,31,76500.0,0,iklan,1,0
C02280,3,13,116600.0,0,referral,1,0
C02281,5,50,76800.0,0,iklan,3,0
C02282,3,41,74500.0,1,iklan,2,1
C02283,4,20,89200.0,0,iklan,5,0
C02284,3,45,59500.0,0,organik,2,1
C02285,2,41,117900.0,1,organik,1,1
C02286,2,50,96000.0,1,iklan,2,1
C02287,2,57,66700.0,0,iklan,1,1
C02288,2,29,85100.0,0,iklan,5,0
C02289,7,52,97800.0,1,organik,3,0
C02290,1,14,74600.0,0,organik,2,1
C02291,3,59,110600.0,0,referral,4,1
C02292,5,3,83100.0,0,organik,2,0
C02293,0,11,69100.0,0,organik,2,0
C02294,3,38,98900.0,0,iklan,3,0
C02295,4,10,71800.0,0,iklan,1,0
C02296,4,26,68300.0,1,organik,5,0
C02297,3,9,89700.0,0,iklan,5,0
C02298,5,30,102900.0,0,iklan,2,0
C02299,5,56,41800.0,0,organik,1,0
C02300,3,19,47300.0,1,organik,4,0
C02301,1,3,73200.0,0,iklan,3,0
C02302,2,4,109200.0,0,referral,4,0
C02303,3,14,47200.0,0,organik,2,0
C02304,2,20,32500.0,0,organik,4,0
C02305,3,50,103100.0,1,iklan,1,1
C02306,1,48,45600.0,1,organik,1,0
C02307,4,36,109500.0,0,iklan,4,0
C02308,3,29,90700.0,0,organik,4,0
C02309,1,37,87700.0,0,organik,4,0
C02310,4,39,63700.0,0,iklan,2,0
C02311,2,49,102300.0,0,iklan,4,1
C02312,5,10,100600.0,0,organik,1,0
C02313,5,28,155000.0,0,iklan,3,0
C02314,6,33,72900.0,1,iklan,4,0
C02315,1,23,43600.0,0,iklan,3,1
C02316,3,23,77300.0,0,iklan,4,0
C02317,3,8,81500.0,0,iklan,1,1
C02318,3,29,52600.0,0,organik,5,1
C02319,4,18,17500.0,0,iklan,4,0
C02320,3,51,53000.0,0,organik,2,1
C02321,3,57,57000.0,0,organik,1,1
C02322,1,10,69400.0,0,organik,3,1
C02323,2,37,92500.0,0,iklan,3,0
C02324,3,1,68400.0,0,organik,4,0
C02325,2,29,80600.0,0,organik,2,1
C02326,1,42,119600.0,0,iklan,4,1
C02327,2,45,39500.0,0,iklan,5,1
C02328,3,16,90300.0,0,referral,4,0
C02329,1,51,71300.0,0,organik,5,0
C02330,4,13,39600.0,0,organik,5,1
C02331,5,22,106600.0,0,iklan,5,0
C02332,2,21,90300.0,0,organik,1,0
C02333,4,25,52700.0,0,iklan,5,0
C02334,4,26,33300.0,1,organik,1,1
C02335,1,36,79200.0,1,iklan,2,1
C02336,1,16,106600.0,1,referral,2,1
C02337,1,22,98300.0,1,iklan,1,1
C02338,3,43,73700.0,0,referral,1,0
C02339,1,5,74700.0,0,iklan,3,1
C02340,4,49,60700.0,1,iklan,5,1
C02341,3,34,106900.0,1,organik,5,0
C02342,3,1,86200.0,1,referral,2,0
C02343,5,53,108000.0,1,referral,3,0
C02344,6,30,101500.0,0,organik,5,0
C02345,0,26,90700.0,0,referral,2,1
C02346,8,9,54300.0,0,iklan,4,0
C02347,4,42,93200.0,0,iklan,5,0
C02348,2,32,69900.0,1,iklan,1,1
C02349,5,2,62100.0,0,iklan,4,0
C02350,2,33,68500.0,1,organik,3,0
C02351,2,8,71900.0,0,organik,5,0
C02352,4,21,42200.0,1,iklan,1,1
C02353,5,23,98400.0,1,organik,3,0
C02354,4,12,86700.0,1,iklan,5,0
C02355,0,1,98000.0,0,organik,2,0
C02356,1,24,87900.0,0,organik,5,0
C02357,4,31,44000.0,0,organik,2,0
C02358,3,53,86300.0,1,iklan,3,1
C02359,1,28,60900.0,1,iklan,2,0
C02360,4,26,71900.0,1,iklan,1,0
C02361,2,51,100600.0,1,iklan,2,1
C02362,7,12,60200.0,0,iklan,2,0
C02363,4,49,77600.0,1,iklan,3,0
C02364,3,29,78000.0,0,iklan,2,1
C02365,3,2,77700.0,0,iklan,3,0
C02366,3,27,41500.0,1,organik,5,0
C02367,1,27,65100.0,1,referral,3,0
C02368,3,35,116900.0,1,organik,3,0
C02369,0,10,106600.0,0,iklan,5,0
C02370,7,42,83300.0,0,organik,5,1
C02371,3,39,84900.0,0,iklan,3,1
C02372,5,19,39200.0,0,organik,2,0
C02373,5,5,60100.0,1,organik,2,0
C02374,4,9,94500.0,0,organik,4,0
C02375,4,14,103100.0,0,organik,3,0
C02376,5,9,113300.0,0,iklan,4,0
C02377,3,30,69000.0,1,referral,1,0
C02378,1,3,99300.0,0,organik,1,0
C02379,7,28,109000.0,1,iklan,5,0
C02380,4,51,36500.0,1,iklan,5,0
C02381,1,41,85900.0,1,organik,4,1
C02382,2,55,74100.0,0,iklan,5,0
C02383,4,57,83900.0,0,organik,2,0
C02384,2,1,63200.0,0,iklan,4,0
C02385,2,30,57100.0,0,organik,1,1
C02386,8,57,40200.0,0,referral,3,1
C02387,3,24,105200.0,1,referral,2,0
C02388,1,2,63000.0,1,organik,1,0
C02389,5,10,65700.0,1,organik,5,0
C02390,1,40,89700.0,0,organik,4,0
C02391,4,23,36500.0,0,referral,1,0
C02392,3,31,83300.0,0,iklan,1,1
C02393,1,39,79700.0,0,organik,3,1
C02394,6,16,91400.0,0,organik,1,0
C02395,3,36,49100.0,1,organik,1,1
C02396,0,55,124200.0,0,iklan,4,1
C02397,2,46,88100.0,1,organik,1,1
C02398,4,41,40300.0,1,iklan,1,1
C02399,7,46,71700.0,0,organik,3,0
C02400,4,2,87400.0,0,referral,1,0
C02401,0,10,77200.0,0,iklan,5,1
C02402,2,49,67800.0,0,iklan,2,1
C02403,0,6,139600.0,0,iklan,3,0
C02404,4,26,61600.0,0,iklan,4,0
C02405,2,30,98900.0,0,referral,5,1
C02406,6,6,67400.0,0,organik,3,0
C02407,1,26,94400.0,0,iklan,3,0
C02408,5,17,65900.0,0,organik,1,0
C02409,5,7,84400.0,0,organik,5,0
C02410,2,46,73500.0,1,referral,4,0
C02411,4,36,77500.0,0,iklan,3,0
C02412,4,11,87100.0,0,organik,2,0
C02413,4,39,65200.0,0,referral,4,1
C02414,3,18,91600.0,1,iklan,1,0
C02415,6,34,76400.0,0,organik,5,0
C02416,3,9,103900.0,1,organik,4,0
C02417,3,5,74600.0,1,referral,5,0
C02418,1,20,46500.0,0,organik,2,1
C02419,8,55,40500.0,0,iklan,3,1
C02420,3,29,57100.0,0,iklan,5,1
C02421,4,55,57200.0,0,organik,1,1
C02422,1,6,106500.0,0,organik,4,0
C02423,1,21,34900.0,1,organik,1,1
C02424,1,49,50800.0,0,organik,3,1
C02425,1,28,62400.0,1,organik,3,1
C02426,5,55,97300.0,0,iklan,2,1
C02427,5,9,106200.0,0,referral,4,0
C02428,2,29,72000.0,1,organik,1,1
C02429,3,27,113600.0,1,iklan,3,0
C02430,3,42,84900.0,0,iklan,4,0
C02431,2,47,33400.0,0,organik,5,0
C02432,3,26,61800.0,0,organik,1,0
C02433,4,26,66300.0,0,referral,1,0
C02434,3,47,74300.0,0,organik,5,1
C02435,3,25,52900.0,1,iklan,2,1
C02436,6,36,77400.0,0,organik,2,0
C02437,1,33,66500.0,0,referral,2,1
C02438,1,8,67900.0,0,organik,4,1
C02439,4,40,37600.0,0,iklan,4,0
C02440,1,25,39600.0,1,organik,5,0
C02441,6,4,60600.0,0,organik,2,0
C02442,5,9,53400.0,1,organik,4,0
C02443,0,22,111100.0,0,organik,5,0
C02444,4,36,80000.0,1,iklan,1,1
C02445,3,38,82000.0,1,iklan,4,1
C02446,0,23,90200.0,1,referral,1,1
C02447,4,11,93700.0,0,organik,4,0
C02448,0,15,71900.0,1,referral,2,0
C02449,2,23,101600.0,1,organik,5,0
C02450,4,38,112300.0,1,iklan,3,0
C02451,1,49,84100.0,0,organik,1,1
C02452,6,15,53600.0,1,organik,5,0
C02453,1,36,76900.0,0,organik,2,0
C02454,3,36,87800.0,1,organik,5,0
C02455,3,17,124900.0,0,organik,3,0
C02456,4,15,41100.0,0,iklan,5,0
C02457,2,14,29300.0,1,referral,2,0
C02458,2,3,106300.0,1,iklan,2,0
C02459,3,48,106800.0,0,organik,2,0
C02460,2,28,54600.0,1,iklan,4,0
C02461,3,15,92700.0,0,organik,3,0
C02462,5,19,58500.0,0,organik,5,0
C02463,7,50,134600.0,1,iklan,2,0
C02464,2,29,67000.0,0,referral,4,0
C02465,3,11,104400.0,1,iklan,3,0
C02466,2,55,97100.0,1,organik,2,1
C02467,3,13,78000.0,1,organik,2,0
C02468,3,39,79200.0,1,organik,5,0
C02469,2,21,98000.0,1,organik,2,0
C02470,4,34,88800.0,1,organik,2,1
C02471,5,53,106700.0,1,organik,3,1
C02472,3,37,33300.0,1,organik,2,0
C02473,4,41,101500.0,1,organik,1,1
C02474,2,6,102400.0,0,organik,3,1
C02475,3,42,101000.0,0,organik,3,0
C02476,4,40,41600.0,0,iklan,3,0
C02477,6,37,60700.0,0,iklan,1,0
C02478,4,36,93500.0,1,iklan,3,0
C02479,5,33,84500.0,1,organik,1,0
C02480,2,33,61400.0,0,iklan,3,1
C02481,2,31,53800.0,1,organik,5,1
C02482,3,11,66900.0,0,organik,3,0
C02483,2,25,82100.0,0,iklan,5,0
