transaksi_id,tanggal,cabang_id,kota,saluran,metode_bayar,total
T0110184,2026-02-12,C03,Bandung,Dine-in,Kartu Debit,68000
T0106628,30/01/2026,C06,Denpasar,Dine-in,E-Wallet,46000
T0110562,2026-02-13,C04,Surabaya,Delivery,-,Rp 17.100
T0118760,2026-03-13,C05,Yogyakarta,Dine-in,QRIS,68000
T0103496,2026-01-19,C02,Jakarta,Dine-in,QRIS,77000
T0123422,2026-03-29,C02,Jakarta,Takeaway,QRIS,22000
T0102197,2026-01-14,C05,Yogyakarta,Takeaway,QRIS,25000
T0110408,13-Feb-2026,C01,Jakarta,Takeaway,qris,Rp 24.000
T0113336,22/02/2026,C04,Surabaya,Takeaway,QRIS,130000
T0119075,2026-03-14,C05,Yogyakarta,Takeaway,Kartu Debit,38000
T0122373,2026-03-25,C05,YOGYAKARTA,Takeaway,QRIS,25000
T0108833,2026-02-07,C03,Bandung,Dine-in,Tunai,79000
T0108672,2026-02-07,C01,,Dine-in,E-Wallet,110000
T0107064,2026-02-01,C02,Jakarta,Takeaway,E-Wallet,42000
T0118550,2026-03-13,C01,Jakarta,Takeaway,Kartu Debit,24000
T0103858,2026-01-20,C05,YOGYAKARTA,Takeaway,E-Wallet,89000
T0110690,2026-02-14,C01,Jakarta,Takeaway,QRIS,40000
T0107473,2026-02-02,C04,Surabaya,Delivery,Tunai,75000
T0120017,2026-03-18,C03,Bandung,Takeaway,Kartu Debit,25000
T0112366,2026-02-19,C05,,Dine-in,QRIS,40000
T0121488,2026-03-22,C03,bandung,Delivery,QRIS,119000
T0111377,2026-02-16,C02,JKT,Dine-in,E-Wallet,39000
T0107149,2026-02-01,C03,JKT,Dine-in,QRIS,52000
T0111934,18-Feb-2026,C01, jakarta  ,Delivery,QRIS,49000
T0099654,2026-01-03,C05,Yogyakarta,Delivery,QRIS,64000
T0116017,2026-03-04,C02,Jakarta,Takeaway,Kartu Debit,54000
T0123627,2026-03-29,C05,JKT,Delivery,QRIS,47000
T0099705,2026-01-04,C01,,Dine-in,Kartu Debit,39000
T0102244,2026-01-15,C02,Jakarta,Dine-in,E-Wallet,29000
T0112385,2026-02-19,C05,JKT,Takeaway,Kartu Debit,Rp 35.000
T0121141,21-Mar-2026,C04,JKT,Dine-in,QRIS,46000
T0109272,2026-02-08,C05,YOGYAKARTA,Delivery,Tunai,Rp 25.000
T0110911,2026-02-14,C04,Surabaya,Takeaway,E-Wallet,15000
T0100465,07/01/2026,C03,Bandung,DINE-IN,Tunai,345000
T0109498,2026-02-09,C04,Surabaya,Takeaway,QRIS,69000
T0101186,10/01/2026,C03,Bandung,Dine-in,QRIS,89000
T0109908,2026-02-11,C02,JAKARTA,Takeaway,Tunai,36000
T0107644,2026-02-03,C02,Jakarta,Takeaway,Tunai,28000
T0101314,2026-01-10,C05,Yogyakarta,Dine-in,Kartu Debit,50000
T0121601,2026-03-22,C05,Yogyakarta,Dine-in,QRIS,24000
T0120041,18/03/2026,C03,,Dine-in,E-Wallet,
T0102780,2026-01-16,C06,DENPASAR,Dine-in,Tunai,Rp 67.000
T0116738,2026-03-06,C05,Yogyakarta,Delivery,QRIS,104000
T0121433,2026-03-22,C03,Bandung,Dine-in,QRIS,92150
T0115311,2026-03-01,C02,JAKARTA,Dine-in,QRIS,Rp 15.000
T0118448,12/03/2026,C05,Yogyakarta,Takeaway,E-Wallet,22000
T0106978,2026-01-31,C06,DENPASAR,Takeaway,QRIS,60000
T0119833,2026-03-17,C04,,Dine-in,Tunai,30000
T0116503,2026-03-06,C01,Jakarta,Takeaway,QRIS,79000
T0115594,2026-03-02,C03,Bandung,Dine-in,QRIS,17100
T0118847,2026-03-14,C01,jakarta,Dine-in,QRIS,33000
T0117333,2026-03-08,C03,Bandung,dine in,QRIS,22000
T0114637,2026-02-27,C03,Bandung,Dine-in,Tunai,42000
T0116670,2026-03-06,C03,,Dine-in,Tunai,22000
T0118285,2026-03-12,C01,Jakarta,Delivery,Kartu Debit,18000
T0109375,2026-02-09,C01,Jakarta,Takeaway,Tunai,104500
T0100118,2026-01-05,C05,Yogyakarta,Delivery,QRIS,33000
T0115221,2026-03-01,C01,JAKARTA,Takeaway,-,99750
T0114584,2026-02-27,C02,Jakarta,Dine-in,QRIS,93000
T0099729,2026-01-04,C02,Jakarta,Dine-in,Kartu Debit,48000
T0109673,2026-02-10,C03,Bandung,Takeaway,QRIS,
T0110440,13/02/2026,C02,Jakarta,Dine-in,Tunai,58000
T0106637,2026-01-30,C06, Denpasar  ,Delivery,Kartu Debit,24000
T0118641,2026-03-13,C03,Bandung,Dine-in,E-Wallet,65000
T0118794,2026-03-13,C06,DENPASAR,Dine-in,QRIS,50000
,,,,,,
T0112996,2026-02-21,C04,Surabaya,Dine-in,Tunai,69000
T0103844,2026-01-20,C04,Surabaya,Takeaway,Kartu Debit,22000
T0100856,2026-01-09,C01,JKT,Delivery,E-Wallet,105000
T0102256,2026-01-15,C02,Jakarta,Dine-in,QRIS,22000
T0109274,2026-02-08,C05,JKT,Takeaway,QRIS,28000
T0100038,2026-01-05,C03,Bandung,Takeaway,E-Wallet,60000
T0110167,12/02/2026,C02,Jakarta,Dine-in,QRIS,Rp 39.000
T0106491,2026-01-30,C03,BANDUNG,Dine-in,QRIS,43000
T0110358,2026-02-12,C06,Denpasar,Dine-in,QRIS,73000
T0120476,2026-03-19,C05,Yogyakarta,Takeaway,QRIS,28000
,,,,,,
T0113513,23/02/2026,C02,Jakarta,Delivery,QRIS,Rp 18.000
T0121648,2026-03-22,C05, Yogyakarta  ,Dine-in,QRIS,Rp 64.000
T0111399,2026-02-16,C02,Jakarta,Delivery,Tunai,15000
T0120476,2026-03-19,C05,Yogyakarta,Takeaway,QRIS,28000
T0123655,2026-03-29,C06,Denpasar,Dine-in,E-Wallet,39000
T0120672,2026-03-20,C03,Bandung,Dine-in,QRIS,158000
T0121927,24-Mar-2026,C01,Jakarta,Delivery,QRIS,64000
T0099234,02/01/2026,C03,Bandung,Dine-in,E-Wallet,40000
T0114097,2026-02-25,C04,Surabaya,Takeaway,QRIS,45600
T0121416,2026-03-22,C03,Bandung,Dine-in,QRIS,
T0099052,2026-01-01,C05,Yogyakarta,Takeaway,QRIS,18000
T0123006,2026-03-27,C06,Denpasar,dine in,QRIS,Rp 38.700
T0099366,2026-01-03,C01,Jakarta,Delivery,Kartu Debit,30000
T0123746,30/03/2026,C02,Jakarta,Takeaway,Kartu Debit,24000
T0110102,2026-02-12,C01,JAKARTA,Takeaway,E-Wallet,-68000.0
T0108681,07/02/2026,C01,,Dine-in,Kartu Debit,36000
T0123044,2026-03-28,C01,Jakarta,Dine-in,QRIS,28000
T0110363,2026-02-13,C01,Jakarta,Takeaway,QRIS,-43000.0
T0112747,2026-02-21,C01,Jakarta,dine in,QRIS,140000
T0112035,2026-02-18,C03,Bandung,Dine-in,E-Wallet,25000
T0110502,2026-02-13,C03,Bandung,Takeaway,Tunai,15000
T0122251,2026-03-25,C03,Bandung,Dine-in,Kartu Debit,44100
T0104094,2026-01-21,C04,Surabaya,Delivery,Tunai,
T0120513,2026-03-19,C06, Denpasar  ,Takeaway,E-Wallet,Rp 100.000
T0109654,2026-02-10,C02,Jakarta,Dine-in,E-Wallet,18000
T0111574,2026-02-16,C06,Denpasar,Delivery,-,88000
T0100242,06-Jan-2026,C03,Bandung,Dine-in,Tunai,64000
T0102572,2026-01-16,C02,Jakarta,Dine-in,Kartu Debit,75000
T0114702,2026-02-27,C04, Surabaya  ,Delivery,QRIS,28000
T0122602,2026-03-26,C04,surabaya,Dine-in,QRIS,35000
T0115436,2026-03-01,C05,Yogyakarta,Dine-in,E-Wallet,43000
T0116229,2026-03-05,C01,Jakarta,Dine-in,QRIS,124000
T0124094,31/03/2026,C05,Yogyakarta,Dine-in,Kartu Debit,25000
T0113513,23/02/2026,C02,Jakarta,Delivery,QRIS,Rp 18.000
T0113324,2026-02-22,C04,Surabaya,Delivery,QRIS,43000
T0112168,2026-02-19,C01,Jakarta,Dine-in,QRIS,28000
T0108500,2026-02-06,C03,Bandung,Takeaway,E-Wallet,30000
T0111057,2026-02-15,C01,Jakarta,Takeaway,Tunai,42000
T0109342,2026-02-08,C06,Denpasar,Dine-in,Kartu Debit,37000
T0102019,2026-01-14,C01,Jakarta,Dine-in,QRIS,131000
T0108421,2026-02-06,C02,Jakarta,Dine-in,Tunai,24000
T0115287,2026-03-01,C02,Jakarta,Delivery,Kartu Debit,15000
T0109449,09/02/2026,C03,Bandung,Dine-in,Tunai,25000
T0122724,27/03/2026,C01,JAKARTA,Dine-in,QRIS,70000
T0103412,2026-01-18,C06,Denpasar,Takeaway,QRIS,82000
T0103657,2026-01-19,C06,Denpasar,DINE-IN,QRIS,48000
T0118934,2026-03-14,C03,Bandung,Takeaway,QRIS,54000
T0121243,2026-03-21,C06,Denpasar,Delivery,Kartu Debit,12000
T0123364,2026-03-29,C01,Jakarta,dine in,QRIS,95000
T0114774,27/02/2026,C05,Yogyakarta,Delivery,QRIS,43000
T0105548,26/01/2026,C03,JKT,Dine-in,QRIS,62000
T0122112,2026-03-24,C05,Yogyakarta,Dine-in,QRIS,171000
T0118135,2026-03-11,C04,Surabaya,Takeaway,QRIS,Rp 58.000
T0120313,2026-03-19,C03,Bandung,Delivery,QRIS,74000
T0104175,22/01/2026,C01,Jakarta,Takeaway,E-Wallet,50000
T0123966,31/03/2026,C02, Jakarta  ,Takeaway,qris,14000
T0109788,2026-02-10,C05,YOGYAKARTA,Dine-in,E-Wallet,25000
T0098973,2026-01-01,C03,Bandung,Dine-in,E-Wallet,74000
T0105672,27/01/2026,C01,Jakarta,Delivery,QRIS,
T0107089,2026-02-01,C02,Jakarta,Delivery,E-Wallet,14000
T0112435,2026-02-20,C01,Jakarta,Takeaway,Kartu Debit,25000
T0106706,2026-01-31,C01,Jakarta,Delivery,Tunai,25000
T0100010,2026-01-05,C02,Jakarta,Takeaway,QRIS,50000
T0113054,2026-02-21,C05,yogyakarta,Takeaway,qris,Rp 35.150
T0116998,07/03/2026,C03,Bandung,Dine-in,QRIS,
T0111314,2026-02-15,C06,Denpasar,Dine-in,E-Wallet,Rp 25.000
T0121192,2026-03-21,C05,Yogyakarta,Takeaway,QRIS,118000
T0109763,2026-02-10,C04,Surabaya,Delivery,E-Wallet,18000
T0118138,2026-03-11,C04,Surabaya,Takeaway,Kartu Debit,25000
T0103334,2026-01-18,C04,SURABAYA,Dine-in,Tunai,31500
T0099488,2026-01-03,C03,Bandung,Dine-in,QRIS,50000
T0105682,2026-01-27,C01,JKT,Delivery,QRIS,95000
T0106623,2026-01-30,C06,Denpasar,Dine-in,E-Wallet,50000
T0108585,06/02/2026,C05,Yogyakarta,Delivery,QRIS,22800
T0110278,2026-02-12,C04,Surabaya,Delivery,E-Wallet,Rp 39.000
T0110443,2026-02-13,C02,Jakarta,Takeaway,Tunai,30000
T0122108,24/03/2026,C05,Yogyakarta,Dine-in,Kartu Debit,36000
T0120124,18/03/2026,C05,Yogyakarta,Delivery,QRIS,35000
T0101399,2026-01-11,C02,Jakarta,Takeaway,QRIS,112000
T0117448,2026-03-08,C05,,Delivery,Tunai,39000
T0120037,2026-03-18,C03,Bandung,Delivery,-,48000
T0103770,2026-01-20,C03,JKT,Delivery,Tunai,22000
T0099752,04-Jan-2026,C02,Jakarta,Dine-in,QRIS,25000
T0106785,31-Jan-2026,C03,Bandung,Delivery,QRIS,18000
T0116636,2026-03-06,C03,Bandung,Delivery,QRIS,20000
T0116484,2026-03-06,C01,JAKARTA,Dine-in,QRIS,Rp 171.000
T0121517,2026-03-22,C04,Surabaya,Dine-in,Kartu Debit,51000
T0104394,2026-01-23,C01,Jakarta,Delivery,E-Wallet,70000
T0123450,2026-03-29,C02,Jakarta,Dine-in,E-Wallet,18000
T0107434,02/02/2026,C03,Bandung,Dine-in,qris,22000
T0101814,2026-01-13,C01,Jakarta,Delivery,E-Wallet,58000
T0107814,2026-02-04,C01, Jakarta  ,Takeaway,Tunai,Rp 36.000
T0103311,2026-01-18,C04,SURABAYA,Delivery,Kartu Debit,
T0102772,2026-01-16,C06,Denpasar,Dine-in,E-Wallet,15000
T0110832,2026-02-14,C03,Bandung,Dine-in,Tunai,18000
T0118502,2026-03-12,C06,Denpasar,Takeaway,E-Wallet,70000
T0107441,2026-02-02,C03,Bandung,Dine-in,Tunai,86000
T0123738,2026-03-30,C02,Jakarta,Takeaway,Tunai,50000
T0120298,2026-03-19,C02,Jakarta,Dine-in,Kartu Debit,25000
T0119273,15/03/2026,C02, Jakarta  ,Takeaway,Tunai,135000
T0100145,2026-01-06,C01,Jakarta,Dine-in,Tunai,123000
T0111704,2026-02-17,C03,Bandung,Delivery,Tunai,64000
T0116947,2026-03-07,C02,Jakarta,Takeaway,E-Wallet,28000
T0111961,2026-02-18,C01,Jakarta,Takeaway,Tunai,65000
T0124009,2026-03-31,C03,BANDUNG,Takeaway,Tunai,33000
T0115400,01/03/2026,C04,Surabaya,Takeaway,QRIS,75050
T0112664,2026-02-20,C05,Yogyakarta,Takeaway,QRIS,75000
T0108284,2026-02-05,C05,Yogyakarta,Dine-in,Kartu Debit,53000
T0105235,2026-01-25,C03,Bandung,Dine-in,Kartu Debit,84000
T0103074,2026-01-17,C05, Yogyakarta  ,Delivery,Tunai,75000
T0116858,07/03/2026,C01,Jakarta,Takeaway,E-Wallet,Rp 36.000
T0106397,2026-01-30,C01, Jakarta  ,Dine-in,QRIS,28000
T0100924,2026-01-09,C03, Bandung  ,DINE-IN,Tunai,49000
T0115109,2026-02-28,C04,Surabaya,Delivery,E-Wallet,96000
T0099682,2026-01-04,C01, JAKARTA  ,Takeaway,QRIS,63650
T0104252,22/01/2026,C03,Bandung,Dine-in,QRIS,25000
T0102646,2026-01-16,C03,Bandung,Dine-in,Tunai,18000
T0108893,2026-02-07,C04,Surabaya,Takeaway,QRIS,
T0119939,2026-03-18,C01,Jakarta,Dine-in,QRIS,25000
T0120883,2026-03-21,C01,Jakarta,Dine-in,QRIS,35000
T0117038,07-Mar-2026,C03,Bandung,Dine-in,Kartu Debit,156600
T0101032,2026-01-09,C05,Yogyakarta,Takeaway,QRIS,17100
T0116005,04/03/2026,C01,JKT,Delivery,QRIS,0
T0099506,2026-01-03,C03, Bandung  ,Dine-in,Kartu Debit,38000
T0110988,14/02/2026,C06,Denpasar,Delivery,E-Wallet,28000
T0107096,2026-02-01,C02,Jakarta,Takeaway,Kartu Debit,36000
T0118069,2026-03-11,C03,Bandung,Dine-in,QRIS,30000
T0117517,2026-03-09,C01,Jakarta,Delivery,E-Wallet,66000
T0117251,2026-03-08,C02,Jakarta,Dine-in,Kartu Debit,25000
T0112963,2026-02-21,C04,Surabaya,Dine-in,Kartu Debit,95000
T0098829,2026-01-01,C01,Jakarta,Delivery,QRIS,Rp 18.000
T0116144,2026-03-04,C04,JKT,Dine-in,QRIS,18000
T0123959,2026-03-31,C02,Jakarta,Delivery,QRIS,12000
T0118862,2026-03-14,C01, Jakarta  ,Dine-in,E-Wallet,Rp 47.500
T0101942,13/01/2026,C04,Surabaya,DINE-IN,QRIS,44000
T0106398,30/01/2026,C01,Jakarta,Dine-in,Tunai,40000
T0110950,2026-02-14,C05,Yogyakarta,Delivery,QRIS,47000
T0100314,2026-01-06,C05,Yogyakarta,Delivery,-,161000
T0115189,2026-02-28,C06,DENPASAR,Takeaway,QRIS,43000
T0103818,2026-01-20,C04,,Takeaway,Kartu Debit,Rp 18.000
T0106055,2026-01-28,C05,Yogyakarta,Dine-in,Kartu Debit,118000
T0099471,2026-01-03,C02,Jakarta,Dine-in,E-Wallet,26600
T0118950,14/03/2026,C03,Bandung,Delivery,QRIS,30000
T0104088,2026-01-21,C04,Surabaya,Takeaway,Kartu Debit,15000
T0122687,2026-03-26,C06,denpasar,Delivery,Tunai,Rp 215.000
T0115470,2026-03-01,C06,Denpasar,Delivery,Kartu Debit,70200
T0113622,2026-02-23,C04,Surabaya,Dine-in,Tunai,71000
T0109888,2026-02-11,C02,JKT,Takeaway,Kartu Debit,61200
T0111700,2026-02-17,C03,Bandung,Takeaway,Kartu Debit,-48000.0
T0103108,2026-01-17,C06,Denpasar,Dine-in,Tunai,18000
T0123350,2026-03-28,C06, Denpasar  ,dine in,QRIS,18000
T0114023,2026-02-25,C02,Jakarta,Dine-in,QRIS,Rp 44.000
T0107739,2026-02-03,C04,Surabaya,dine in,E-Wallet,79000
T0114300,2026-02-26,C03,Bandung,Delivery,QRIS,146000
T0102396,2026-01-15,C04,Surabaya,Dine-in,Tunai,17100
T0124089,2026-03-31,C05,Yogyakarta,Takeaway,Tunai,261000
T0103247,2026-01-18,C03,Bandung,Delivery,E-Wallet,90000
T0109675,2026-02-10,C03,Bandung,DINE-IN,E-Wallet,77000
T0108999,07/02/2026,C06,Denpasar,Delivery,QRIS,68000
T0100118,2026-01-05,C05,Yogyakarta,Delivery,QRIS,33000
T0113695,2026-02-24,C01, Jakarta  ,Delivery,QRIS,25000
T0103422,18/01/2026,C06,Denpasar,Takeaway,Tunai,15000
T0101246,2026-01-10,C04,JKT,Takeaway,QRIS,68000
T0109878,2026-02-11,C02, Jakarta  ,Takeaway,QRIS,46000
T0104220,2026-01-22,C02, Jakarta  ,Takeaway,Kartu Debit,112000
T0119536,2026-03-16,C02,Jakarta,Dine-in,QRIS,36000
T0116713,2026-03-06,C04,,Dine-in,Kartu Debit,146000
T0106484,2026-01-30,C03,Bandung,Takeaway,QRIS,25000
T0109988,2026-02-11,C04,Surabaya,dine in,Tunai,43000
T0114743,2026-02-27,C05,Yogyakarta,Dine-in,Kartu Debit,20000
T0123335,2026-03-28,C06,Denpasar,Takeaway,QRIS,Rp 80.000
T0113009,2026-02-21,C05,YOGYAKARTA,Delivery,QRIS,18000
T0105044,2026-01-24,C06, Denpasar  ,Dine-in,Tunai,48000
T0115442,01/03/2026,C05,Yogyakarta,Takeaway,Kartu Debit,24000
T0118724,2026-03-13,C05,Yogyakarta,Delivery,Tunai,109250
T0106586,2026-01-30,C05,Yogyakarta,Takeaway,qris,47500
T0109523,2026-02-09,C05,Yogyakarta,Takeaway,-,94000
T0105434,2026-01-26,C01,Jakarta,Takeaway,QRIS,49000
T0105595,2026-01-26,C05,YOGYAKARTA,Delivery,QRIS,34200
T0103536,2026-01-19,C03,BANDUNG,Delivery,Kartu Debit,25000
T0120880,2026-03-21,C01,Jakarta,Takeaway,Kartu Debit,40000
T0111094,2026-02-15,C02,Jakarta,Takeaway,E-Wallet,61750
T0123724,2026-03-30,C02, Jakarta  ,Dine-in,-,25000
T0118028,2026-03-11,C01,JAKARTA,Takeaway,E-Wallet,30000
T0102187,2026-01-14,C05,Yogyakarta,Dine-in,QRIS,-95400.0
T0110088,2026-02-12,C01,Jakarta,Dine-in,E-Wallet,22500
T0100713,2026-01-08,C03,Bandung,Delivery,-,22000
T0122125,2026-03-24,C05,JKT,Dine-in,Tunai,Rp 79.000
T0108396,06-Feb-2026,C01,Jakarta,Dine-in,Kartu Debit,43000
T0101183,10-Jan-2026,C03,Bandung,Dine-in,E-Wallet,91000
T0109959,2026-02-11,C03,,Takeaway,E-Wallet,18000
T0110459,2026-02-13,C02,JKT,Dine-in,QRIS,30000
T0116938,2026-03-07,C02,JKT,Delivery,Tunai,92000
T0107238,2026-02-01,C04,SURABAYA,Dine-in,Tunai,15000
T0107185,2026-02-01,C04,Surabaya,dine in,QRIS,11400
T0110776,2026-02-14,C02,Jakarta,Dine-in,Tunai,167000
T0110694,2026-02-14,C01,Jakarta,Dine-in,QRIS,88000
T0122258,2026-03-25,C03,Bandung,Dine-in,Kartu Debit,44000
T0107428,2026-02-02,C03,Bandung,Takeaway,E-Wallet,25000
T0117616,2026-03-09,C03,,Delivery,E-Wallet,Rp 62.000
T0101109,2026-01-10,C02,JAKARTA,Dine-in,QRIS,72000
T0101032,2026-01-09,C05,Yogyakarta,Takeaway,QRIS,17100
T0117751,2026-03-10,C01,Jakarta,Takeaway,E-Wallet,15000
T0113631,23-Feb-2026,C05,JKT,Takeaway,Kartu Debit,58000
T0121701,2026-03-22,C06,Denpasar,Dine-in,QRIS,22000
T0114547,27/02/2026,C02, Jakarta  ,Dine-in,Kartu Debit,20000
T0106959,2026-01-31,C05,Yogyakarta,Delivery,E-Wallet,120000
T0118865,2026-03-14,C01,Jakarta,DINE-IN,E-Wallet,
T0117474,2026-03-08,C06,Denpasar,Takeaway,QRIS,87000
T0105676,2026-01-27,C01,Jakarta,Delivery,QRIS,15000
T0103348,2026-01-18,C04,Surabaya,Delivery,QRIS,Rp 18.000
T0121944,2026-03-24,C01,Jakarta,Dine-in,Kartu Debit,60000
T0115233,2026-03-01,C01,Jakarta,Delivery,E-Wallet,Rp 30.000
T0102677,2026-01-16,C04,Surabaya,Dine-in,Tunai,85500
T0121846,2026-03-23,C04,Surabaya,Takeaway,Kartu Debit,65000
T0113410,2026-02-22,C06,Denpasar,Takeaway,Kartu Debit,60000
T0108306,2026-02-05,C05,Yogyakarta,Dine-in,E-Wallet,64000
T0120325,2026-03-19,C03,Bandung,Takeaway,QRIS,120000
T0100368,2026-01-07,C02,Jakarta,Takeaway,QRIS,
T0115154,2026-02-28,C05,Yogyakarta,Takeaway,E-Wallet,20900
T0110194,2026-02-12,C03,Bandung,Takeaway,QRIS,22000
T0116354,2026-03-05,C03,,Dine-in,QRIS,72000
T0124042,2026-03-31,C04,Surabaya,Takeaway,QRIS,61000
T0105172,25-Jan-2026,C02,Jakarta,Delivery,E-Wallet,85000
T0108712,2026-02-07,C01,Jakarta,Dine-in,Kartu Debit,78000
T0107863,2026-02-04,C02,jakarta,Dine-in,Kartu Debit,44000
T0103397,2026-01-18,C06,,Dine-in,QRIS,62700
T0121355,2026-03-22,C02,Jakarta,Delivery,-,35000
T0116644,2026-03-06,C03,BANDUNG,dine in,QRIS,33000
T0108961,07-Feb-2026,C05,Yogyakarta,Takeaway,QRIS,18000
T0108934,2026-02-07,C05,Yogyakarta,Delivery,Kartu Debit,
T0100064,2026-01-05,C04,Surabaya,Dine-in,Tunai,
T0121149,2026-03-21,C04,Surabaya,Dine-in,Kartu Debit,155000
T0118969,2026-03-14,C03,Bandung,Dine-in,qris,18000
T0120799,2026-03-20,C06,Denpasar,Dine-in,QRIS,220000
T0116350,2026-03-05,C03,Bandung,Delivery,QRIS,
T0108489,2026-02-06,C03,Bandung,Dine-in,QRIS,12000
T0098998,2026-01-01,C04,JKT,Takeaway,Tunai,50000
T0103999,2026-01-21,C02,Jakarta,Delivery,Tunai,57000
T0109548,2026-02-09,C05,Yogyakarta,Dine-in,QRIS,-50000.0
T0122041,2026-03-24,C03,Bandung,Takeaway,QRIS,38000
T0114208,2026-02-26,C01,Jakarta,Takeaway,Tunai,
T0118335,2026-03-12,C03,Bandung,Delivery,Tunai,30000
T0123074,2026-03-28,C01,Jakarta,Takeaway,QRIS,261000
T0114631,2026-02-27,C03,Bandung,Dine-in,Kartu Debit,48000
T0101298,2026-01-10,C05,Yogyakarta,Takeaway,E-Wallet,16200
T0118455,2026-03-12,C05,Yogyakarta,Dine-in,Kartu Debit,25000
T0122272,2026-03-25,C03,Bandung,Dine-in,Tunai,126000
T0105130,2026-01-25,C01,Jakarta,Delivery,Tunai,60000
T0113552,2026-02-23,C03,Bandung,Takeaway,E-Wallet,18000
T0109200,2026-02-08,C03,Bandung,Dine-in,E-Wallet,16200
T0103294,2026-01-18,C03, Bandung  ,Takeaway,Tunai,Rp 47.000
T0115816,2026-03-03,C03,Bandung,Takeaway,E-Wallet,20900
T0121750,23/03/2026,C02,Jakarta,Dine-in,QRIS,24000
T0104215,2026-01-22,C02, Jakarta  ,Delivery,Tunai,118000
T0104826,2026-01-24,C02,Jakarta,Delivery,Tunai,15000
T0122125,2026-03-24,C05,JKT,Dine-in,Tunai,Rp 79.000
T0107524,2026-02-02,C05,Yogyakarta,Dine-in,Kartu Debit,92000
T0116963,2026-03-07,C03,Bandung,Delivery,QRIS,
T0107468,2026-02-02,C04,Surabaya,Delivery,E-Wallet,22000
T0112824,2026-02-21,C02,Jakarta,Dine-in,Tunai,15000
T0111817,2026-02-17,C05,Yogyakarta,Dine-in,QRIS,22000
T0099596,2026-01-03,C04,Surabaya,Takeaway,Kartu Debit,61000
T0120130,2026-03-18,C06,Denpasar,Dine-in,Tunai,76000
T0109994,2026-02-11,C04,Surabaya,Takeaway,Kartu Debit,47500
T0115213,2026-02-28,C06,Denpasar,Delivery,QRIS,15000
T0103341,2026-01-18,C04, Surabaya  ,Dine-in,QRIS,30000
T0109397,09/02/2026,C02,JKT,Dine-in,Tunai,140600
T0105417,26-Jan-2026,C01,Jakarta,Delivery,Tunai,22000
T0109389,2026-02-09,C02,Jakarta,Dine-in,-,28000
T0109576,2026-02-09,C06,,DINE-IN,Tunai,74000
T0107416,2026-02-02,C03,Bandung,Dine-in,QRIS,56000
T0118990,2026-03-14,C03,BANDUNG,Dine-in,E-Wallet,148000
T0102253,2026-01-15,C02,Jakarta,Delivery,Tunai,98000
T0114182,2026-02-25,C06,Denpasar,Takeaway,E-Wallet,Rp 25.000
T0120400,2026-03-19,C04,Surabaya,Takeaway,QRIS,56000
T0114001,2026-02-25,C02,JAKARTA,Delivery,QRIS,22000
T0118240,2026-03-12,C01,Jakarta,Dine-in,QRIS,Rp 25.000
T0118082,11/03/2026,C03,Bandung,Dine-in,-,15000
T0122826,2026-03-27,C03,Bandung,Takeaway,E-Wallet,113000
T0099232,2026-01-02,C03,Bandung,Dine-in,QRIS,36000
T0107573,2026-02-02,C06,Denpasar,Takeaway,E-Wallet,15000
T0110946,2026-02-14,C05,Yogyakarta,Takeaway,Tunai,33250
T0115428,2026-03-01,C05,Yogyakarta,Takeaway,E-Wallet,25000
T0109036,2026-02-08,C01,Jakarta,Dine-in,E-Wallet,75600
T0110488,2026-02-13,C03,Bandung,DINE-IN,Kartu Debit,43000
T0100333,07/01/2026,C01, Jakarta  ,Takeaway,QRIS,-61000.0
T0114793,2026-02-27,C06,Denpasar,Delivery,Kartu Debit,-46000.0
T0114877,2026-02-28,C01,JAKARTA,Delivery,Tunai,53000
T0118147,2026-03-11,C04,JKT,Dine-in,Tunai,Rp 15.000
T0119837,17-Mar-2026,C04,Surabaya,Dine-in,QRIS,22000
,,,,,,
T0122690,2026-03-26,C06,Denpasar,Dine-in,Tunai,76000
T0123546,2026-03-29,C04,Surabaya,Takeaway,Kartu Debit,33000
T0123624,2026-03-29,C05,,Takeaway,QRIS,50000
T0104187,2026-01-22,C01,Jakarta,Dine-in,Tunai,
T0113957,2026-02-25,C01,Jakarta,Takeaway,Kartu Debit,Rp 67.000
T0102491,2026-01-16,C01,Jakarta,Dine-in,Kartu Debit,33000
T0117190,2026-03-08,C01,Jakarta,Delivery,Kartu Debit,12000
T0114576,27-Feb-2026,C02,Jakarta,dine in,Tunai,24000
T0111229,2026-02-15,C04,Surabaya,Dine-in,QRIS,15000
T0116976,2026-03-07,C03,Bandung,Dine-in,Tunai,71000
T0124133,2026-03-31,C06,Denpasar,Takeaway,Tunai,82000
T0109684,2026-02-10,C03,,Takeaway,Kartu Debit,61750
T0103596,19/01/2026,C04,Surabaya,Delivery,QRIS,48000
T0114808,2026-02-27,C06,Denpasar,Takeaway,QRIS,127300
T0112712,20-Feb-2026,C06,Denpasar,DINE-IN,E-Wallet,285000
T0120741,2026-03-20,C04,Surabaya,Dine-in,qris,Rp 60.000
T0106335,2026-01-29,C06,Denpasar,Takeaway,Kartu Debit,60000
T0117567,2026-03-09,C02,Jakarta,Dine-in,Kartu Debit,32000
T0110866,2026-02-14,C04,JKT,Takeaway,E-Wallet,43000
T0106976,2026-01-31,C06,Denpasar,Dine-in,E-Wallet,56000
T0109836,2026-02-11,C01,Jakarta,Dine-in,E-Wallet,84550
