transaksi_id,produk_id,jumlah,harga_satuan,nilai
T0140487,P01,1,22000,22000
T0140488,P05,1,15000,15000
T0140488,P03,1,25000,25000
T0140488,P14,1,65000,65000
T0140488,P01,1,22000,22000
T0140489,P03,1,25000,25000
T0140489,P11,1,35000,35000
T0140490,P06,1,28000,28000
T0140490,P05,2,15000,30000
T0140490,P03,1,25000,25000
T0140491,P15,1,95000,95000
T0140492,P08,1,18000,18000
T0140492,P10,1,20000,20000
T0140492,P03,1,25000,25000
T0140493,P01,2,22000,44000
T0140493,P06,3,28000,84000
T0140494,P08,2,18000,36000
T0140494,P15,2,95000,190000
T0140495,P05,2,15000,30000
T0140495,P12,1,14000,14000
T0140496,P01,1,22000,22000
T0140497,P03,1,25000,25000
T0140497,P04,2,25000,50000
T0140497,P08,1,18000,18000
T0140498,P07,1,24000,24000
T0140499,P01,1,22000,22000
T0140500,P01,1,22000,22000
T0140500,P03,2,25000,50000
T0140501,P03,1,25000,25000
T0140502,P06,1,28000,28000
T0140503,P07,1,24000,24000
T0140504,P03,1,25000,25000
T0140504,P13,1,12000,12000
T0140504,P01,3,22000,66000
T0140505,P12,1,14000,14000
T0140506,P11,1,35000,35000
T0140506,P05,1,15000,15000
T0140506,P09,1,15000,15000
T0140506,P06,1,28000,28000
T0140507,P08,1,18000,18000
T0140508,P01,1,22000,22000
T0140509,P08,3,18000,54000
T0140510,P06,1,28000,28000
T0140510,P01,1,22000,22000
T0140511,P03,1,25000,25000
T0140512,P11,1,35000,35000
T0140513,P08,2,18000,36000
T0140514,P04,1,25000,25000
T0140514,P07,2,24000,48000
T0140515,P06,1,28000,28000
T0140515,P08,1,18000,18000
T0140515,P15,1,95000,95000
T0140515,P04,1,25000,25000
T0140516,P13,2,12000,24000
T0140516,P01,1,22000,22000
T0140517,P04,1,25000,25000
T0140517,P15,1,95000,95000
T0140518,P01,1,22000,22000
T0140518,P06,1,28000,28000
T0140518,P04,2,25000,50000
T0140519,P07,2,24000,48000
T0140520,P13,3,12000,36000
T0140521,P13,1,12000,12000
T0140522,P07,1,24000,24000
T0140523,P02,1,18000,18000
T0140524,P06,2,28000,56000
T0140524,P01,1,22000,22000
T0140525,P04,2,25000,50000
T0140525,P03,1,25000,25000
T0140525,P08,1,18000,18000
T0140526,P12,1,14000,14000
T0140526,P03,1,25000,25000
T0140527,P02,1,18000,18000
T0140528,P02,1,18000,18000
T0140529,P05,1,15000,15000
T0140530,P02,1,18000,18000
T0140531,P02,1,18000,18000
T0140531,P08,1,18000,18000
T0140532,P13,1,12000,12000
T0140532,P01,1,22000,22000
T0140533,P07,2,24000,48000
T0140534,P02,1,18000,18000
T0140535,P10,1,20000,20000
T0140536,P11,1,35000,35000
T0140536,P07,1,24000,24000
T0140537,P11,1,35000,35000
T0140537,P02,1,18000,18000
T0140538,P02,2,18000,36000
T0140539,P06,1,28000,28000
T0140539,P04,1,25000,25000
T0140539,P15,1,95000,95000
T0140540,P03,2,25000,50000
T0140541,P03,1,25000,25000
T0140541,P15,1,95000,95000
T0140541,P05,1,15000,15000
T0140542,P07,2,24000,48000
T0140542,P01,1,22000,22000
T0140543,P07,1,24000,24000
T0140543,P04,1,25000,25000
T0140544,P08,1,18000,18000
T0140544,P04,1,25000,25000
T0140545,P02,2,18000,36000
T0140545,P09,1,15000,15000
T0140546,P05,3,15000,45000
T0140546,P09,1,15000,15000
T0140547,P05,2,15000,30000
T0140547,P06,2,28000,56000
T0140547,P11,1,35000,35000
T0140547,P12,1,14000,14000
T0140548,P09,1,15000,15000
T0140549,P04,1,25000,25000
T0140549,P07,1,24000,24000
T0140550,P04,1,25000,25000
T0140550,P06,1,28000,28000
T0140551,P04,1,25000,25000
T0140552,P03,1,25000,25000
T0140553,P08,2,18000,36000
T0140554,P03,1,25000,25000
T0140555,P03,1,25000,25000
T0140555,P05,2,15000,30000
T0140555,P08,1,18000,18000
T0140556,P05,1,15000,15000
T0140556,P06,2,28000,56000
T0140557,P02,1,18000,18000
T0140558,P03,1,25000,25000
T0140558,P08,1,18000,18000
T0140559,P07,1,24000,24000
T0140559,P01,2,22000,44000
T0140559,P11,1,35000,35000
T0140560,P02,1,18000,18000
T0140560,P15,1,95000,95000
T0140561,P08,1,18000,18000
T0140561,P10,1,20000,20000
T0140561,P14,2,65000,130000
T0140562,P07,1,24000,24000
T0140562,P03,1,25000,25000
T0140562,P04,1,25000,25000
T0140563,P01,1,22000,22000
T0140563,P02,1,18000,18000
T0140563,P06,1,28000,28000
T0140564,P01,2,22000,44000
T0140565,P07,1,24000,24000
T0140565,P01,2,22000,44000
T0140566,P08,1,18000,18000
T0140566,P07,2,24000,48000
T0140566,P03,1,25000,25000
T0140567,P01,1,22000,22000
T0140567,P06,1,28000,28000
T0140568,P07,1,24000,24000
T0140568,P08,2,18000,36000
T0140568,P02,1,18000,18000
T0140569,P14,1,65000,65000
T0140570,P01,1,22000,22000
T0140571,P01,2,22000,44000
T0140572,P07,1,24000,24000
T0140572,P03,1,25000,25000
T0140573,P09,1,15000,15000
T0140573,P08,1,18000,18000
T0140573,P02,2,18000,36000
T0140573,P15,2,95000,190000
T0140574,P08,1,18000,18000
T0140575,P02,1,18000,18000
T0140575,P06,1,28000,28000
T0140576,P02,1,18000,18000
T0140577,P02,1,18000,18000
T0140577,P07,1,24000,24000
T0140578,P03,2,25000,50000
T0140578,P05,2,15000,30000
T0140579,P01,3,22000,66000
T0140580,P02,1,18000,18000
T0140581,P11,1,35000,35000
T0140581,P03,2,25000,50000
T0140581,P02,3,18000,54000
T0140582,P02,1,18000,18000
T0140582,P07,1,24000,24000
T0140582,P06,2,28000,56000
T0140582,P11,1,35000,35000
T0140583,P03,1,25000,25000
T0140584,P07,1,24000,24000
T0140584,P02,1,18000,18000
T0140585,P06,2,28000,56000
T0140585,P07,1,24000,24000
T0140586,P01,1,22000,22000
T0140587,P01,1,22000,22000
T0140588,P01,1,22000,22000
T0140589,P06,1,28000,28000
T0140590,P02,1,18000,18000
T0140590,P05,1,15000,15000
T0140591,P05,1,15000,15000
T0140591,P04,1,25000,25000
T0140591,P01,2,22000,44000
T0140592,P05,1,15000,15000
T0140592,P02,1,18000,18000
T0140593,P12,1,14000,14000
T0140594,P07,1,24000,24000
T0140595,P06,1,28000,28000
T0140596,P05,1,15000,15000
T0140596,P02,1,18000,18000
T0140597,P01,2,22000,44000
T0140598,P12,1,14000,14000
T0140598,P02,2,18000,36000
T0140599,P14,2,65000,130000
T0140600,P12,1,14000,14000
T0140601,P06,2,28000,56000
T0140601,P11,2,35000,70000
T0140602,P05,1,15000,15000
T0140603,P07,1,24000,24000
T0140604,P01,2,22000,44000
T0140605,P04,1,25000,25000
T0140605,P06,2,28000,56000
T0140605,P05,1,15000,15000
T0140606,P01,2,22000,44000
T0140606,P15,1,95000,95000
T0140606,P04,1,25000,25000
T0140607,P01,1,22000,22000
T0140607,P04,1,25000,25000
T0140607,P13,1,12000,12000
T0140607,P05,1,15000,15000
T0140608,P10,1,20000,20000
T0140608,P12,1,14000,14000
T0140609,P05,1,15000,15000
T0140610,P09,1,15000,15000
T0140611,P02,2,18000,36000
T0140611,P07,1,24000,24000
T0140611,P05,2,15000,30000
T0140612,P02,1,18000,18000
T0140613,P04,1,25000,25000
T0140614,P02,1,18000,18000
T0140615,P14,1,65000,65000
T0140616,P02,1,18000,18000
T0140617,P08,1,18000,18000
T0140617,P04,1,25000,25000
T0140618,P15,1,95000,95000
T0140619,P01,1,22000,22000
T0140620,P08,1,18000,18000
T0140620,P06,1,28000,28000
T0140621,P06,1,28000,28000
T0140622,P06,1,28000,28000
T0140623,P03,1,25000,25000
T0140624,P06,2,28000,56000
T0140625,P04,1,25000,25000
T0140625,P05,1,15000,15000
T0140626,P15,1,95000,95000
T0140627,P02,1,18000,18000
T0140627,P10,1,20000,20000
T0140627,P01,1,22000,22000
T0140628,P05,1,15000,15000
T0140628,P14,1,65000,65000
T0140629,P01,1,22000,22000
T0140629,P08,2,18000,36000
T0140630,P02,1,18000,18000
T0140630,P03,3,25000,75000
T0140631,P01,1,22000,22000
T0140631,P04,2,25000,50000
T0140632,P01,1,22000,22000
T0140632,P05,2,15000,30000
T0140632,P02,1,18000,18000
T0140633,P04,1,25000,25000
T0140634,P04,1,25000,25000
T0140634,P10,2,20000,40000
T0140635,P15,1,95000,95000
T0140636,P07,1,24000,24000
T0140637,P08,1,18000,18000
T0140638,P06,2,28000,56000
T0140639,P12,1,14000,14000
T0140639,P05,1,15000,15000
T0140640,P08,1,18000,18000
T0140640,P07,1,24000,24000
T0140640,P02,2,18000,36000
T0140641,P06,1,28000,28000
T0140641,P07,2,24000,48000
T0140642,P05,2,15000,30000
T0140642,P07,1,24000,24000
T0140642,P10,1,20000,20000
T0140643,P01,1,22000,22000
T0140644,P06,1,28000,28000
T0140645,P01,1,22000,22000
T0140645,P08,1,18000,18000
T0140645,P06,2,28000,56000
T0140646,P05,2,15000,30000
T0140647,P08,1,18000,18000
T0140648,P04,1,25000,25000
T0140648,P07,1,24000,24000
T0140649,P11,1,35000,35000
T0140650,P07,1,24000,24000
T0140650,P12,2,14000,28000
T0140651,P06,1,28000,28000
T0140651,P12,1,14000,14000
T0140651,P14,1,65000,65000
T0140652,P10,2,20000,40000
T0140653,P05,1,15000,15000
T0140653,P14,1,65000,65000
T0140654,P15,2,95000,190000
T0140654,P11,1,35000,35000
T0140655,P06,2,28000,56000
T0140655,P07,2,24000,48000
T0140656,P05,1,15000,15000
T0140657,P02,1,18000,18000
T0140657,P09,1,15000,15000
T0140657,P04,1,25000,25000
T0140657,P10,2,20000,40000
T0140658,P08,2,18000,36000
T0140659,P08,1,18000,18000
T0140659,P02,2,18000,36000
T0140660,P04,1,25000,25000
T0140661,P09,2,15000,30000
T0140661,P01,1,22000,22000
T0140661,P07,1,24000,24000
T0140661,P08,2,18000,36000
T0140662,P09,1,15000,15000
T0140662,P11,1,35000,35000
T0140663,P07,1,24000,24000
T0140664,P07,1,24000,24000
T0140664,P02,1,18000,18000
T0140664,P08,1,18000,18000
T0140664,P05,1,15000,15000
T0140665,P08,1,18000,18000
T0140665,P11,1,35000,35000
T0140666,P05,1,15000,15000
T0140667,P05,1,15000,15000
T0140668,P06,1,28000,28000
T0140669,P07,1,24000,24000
T0140670,P05,1,15000,15000
T0140671,P03,1,25000,25000
T0140671,P08,1,18000,18000
T0140671,P04,1,25000,25000
T0140672,P05,1,15000,15000
T0140673,P04,1,25000,25000
T0140674,P01,1,22000,22000
T0140674,P06,1,28000,28000
T0140675,P12,2,14000,28000
T0140675,P01,1,22000,22000
T0140676,P07,1,24000,24000
T0140677,P08,1,18000,18000
T0140677,P02,1,18000,18000
T0140677,P05,1,15000,15000
T0140678,P01,1,22000,22000
T0140679,P05,1,15000,15000
T0140679,P01,1,22000,22000
T0140679,P06,1,28000,28000
T0140680,P13,1,12000,12000
T0140681,P02,3,18000,54000
T0140681,P03,1,25000,25000
T0140682,P10,1,20000,20000
T0140682,P05,1,15000,15000
T0140683,P06,1,28000,28000
T0140683,P12,1,14000,14000
T0140684,P01,1,22000,22000
T0140684,P05,1,15000,15000
T0140684,P02,1,18000,18000
T0140685,P03,1,25000,25000
T0140686,P03,1,25000,25000
T0140686,P05,1,15000,15000
T0140686,P02,1,18000,18000
T0140687,P10,1,20000,20000
T0140687,P04,1,25000,25000
T0140688,P03,1,25000,25000
T0140688,P02,1,18000,18000
T0140689,P08,1,18000,18000
T0140689,P07,3,24000,72000
T0140690,P07,1,24000,24000
T0140690,P06,2,28000,56000
T0140691,P05,1,15000,15000
T0140691,P01,1,22000,22000
T0140692,P07,1,24000,24000
T0140693,P07,1,24000,24000
T0140693,P10,1,20000,20000
T0140693,P04,1,25000,25000
T0140694,P07,1,24000,24000
T0140694,P02,1,18000,18000
T0140694,P11,3,35000,105000
T0140695,P02,1,18000,18000
T0140696,P12,1,14000,14000
T0140696,P05,3,15000,45000
T0140697,P13,1,12000,12000
T0140697,P02,1,18000,18000
T0140698,P06,1,28000,28000
T0140698,P07,1,24000,24000
T0140698,P10,1,20000,20000
T0140699,P05,1,15000,15000
T0140700,P15,1,95000,95000
T0140701,P07,3,24000,72000
T0140702,P14,1,65000,65000
T0140703,P13,1,12000,12000
T0140703,P01,1,22000,22000
T0140703,P06,3,28000,84000
T0140704,P13,1,12000,12000
T0140704,P01,3,22000,66000
T0140705,P03,1,25000,25000
T0140705,P13,1,12000,12000
T0140706,P01,2,22000,44000
T0140706,P12,1,14000,14000
T0140707,P07,1,24000,24000
T0140708,P08,1,18000,18000
T0140708,P13,1,12000,12000
T0140709,P02,1,18000,18000
T0140709,P10,2,20000,40000
T0140710,P04,1,25000,25000
T0140710,P07,1,24000,24000
T0140711,P01,1,22000,22000
T0140711,P02,2,18000,36000
T0140712,P14,1,65000,65000
T0140713,P08,1,18000,18000
T0140714,P03,1,25000,25000
T0140714,P02,1,18000,18000
T0140715,P04,1,25000,25000
T0140716,P01,1,22000,22000
T0140716,P02,2,18000,36000
T0140716,P05,3,15000,45000
T0140716,P06,1,28000,28000
T0140717,P09,2,15000,30000
T0140717,P01,1,22000,22000
T0140718,P04,1,25000,25000
T0140718,P07,1,24000,24000
T0140718,P01,1,22000,22000
T0140718,P11,1,35000,35000
T0140719,P08,1,18000,18000
T0140719,P02,1,18000,18000
T0140720,P15,1,95000,95000
T0140720,P14,1,65000,65000
T0140721,P04,3,25000,75000
T0140721,P08,3,18000,54000
T0140721,P03,1,25000,25000
T0140721,P06,1,28000,28000
T0140722,P04,1,25000,25000
T0140722,P08,1,18000,18000
T0140722,P06,2,28000,56000
T0140723,P01,1,22000,22000
T0140723,P09,1,15000,15000
T0140723,P14,1,65000,65000
T0140724,P01,1,22000,22000
T0140725,P06,1,28000,28000
T0140726,P05,2,15000,30000
T0140726,P04,1,25000,25000
T0140726,P01,1,22000,22000
T0140726,P02,1,18000,18000
T0140727,P05,1,15000,15000
T0140728,P01,1,22000,22000
T0140729,P03,1,25000,25000
T0140730,P03,1,25000,25000
T0140730,P04,1,25000,25000
T0140731,P07,2,24000,48000
T0140732,P06,1,28000,28000
T0140732,P04,2,25000,50000
T0140733,P05,1,15000,15000
T0140734,P06,1,28000,28000
T0140734,P04,1,25000,25000
T0140734,P13,1,12000,12000
T0140734,P02,1,18000,18000
T0140735,P04,1,25000,25000
T0140735,P05,2,15000,30000
T0140736,P01,3,22000,66000
T0140737,P15,1,95000,95000
T0140737,P07,1,24000,24000
T0140737,P13,1,12000,12000
T0140737,P14,2,65000,130000
T0140738,P02,1,18000,18000
T0140738,P06,3,28000,84000
T0140739,P15,1,95000,95000
T0140740,P09,1,15000,15000
T0140741,P04,1,25000,25000
T0140742,P01,1,22000,22000
T0140743,P01,1,22000,22000
T0140744,P10,2,20000,40000
T0140745,P11,1,35000,35000
T0140745,P09,1,15000,15000
T0140746,P08,1,18000,18000
T0140747,P13,1,12000,12000
T0140748,P07,1,24000,24000
T0140749,P07,1,24000,24000
T0140750,P03,3,25000,75000
T0140751,P03,1,25000,25000
T0140752,P08,2,18000,36000
T0140753,P01,1,22000,22000
T0140754,P05,1,15000,15000
T0140754,P14,2,65000,130000
T0140755,P01,1,22000,22000
T0140755,P04,1,25000,25000
T0140756,P06,1,28000,28000
T0140757,P05,1,15000,15000
T0140757,P01,1,22000,22000
T0140758,P01,1,22000,22000
T0140758,P11,2,35000,70000
T0140759,P02,1,18000,18000
T0140759,P06,1,28000,28000
T0140759,P08,2,18000,36000
T0140759,P04,1,25000,25000
T0140760,P04,1,25000,25000
T0140761,P04,1,25000,25000
T0140761,P05,1,15000,15000
T0140762,P06,1,28000,28000
T0140763,P04,1,25000,25000
T0140764,P05,1,15000,15000
T0140765,P02,1,18000,18000
T0140765,P06,1,28000,28000
T0140766,P05,1,15000,15000
T0140766,P06,2,28000,56000
T0140767,P07,1,24000,24000
T0140768,P01,2,22000,44000
T0140768,P06,1,28000,28000
T0140768,P08,1,18000,18000
T0140769,P04,2,25000,50000
T0140769,P07,1,24000,24000
T0140770,P13,1,12000,12000
T0140771,P11,1,35000,35000
T0140771,P14,1,65000,65000
T0140772,P14,1,65000,65000
T0140772,P07,3,24000,72000
T0140772,P11,2,35000,70000
T0140772,P04,1,25000,25000
T0140773,P09,1,15000,15000
T0140773,P05,1,15000,15000
T0140773,P06,1,28000,28000
T0140774,P09,1,15000,15000
T0140774,P01,1,22000,22000
T0140775,P05,1,15000,15000
T0140776,P01,3,22000,66000
T0140777,P08,2,18000,36000
T0140777,P06,1,28000,28000
T0140778,P05,1,15000,15000
T0140778,P04,1,25000,25000
T0140779,P06,1,28000,28000
T0140780,P04,1,25000,25000
T0140781,P02,3,18000,54000
T0140782,P09,2,15000,30000
T0140783,P04,2,25000,50000
T0140783,P09,1,15000,15000
T0140783,P02,1,18000,18000
T0140784,P12,1,14000,14000
T0140784,P05,2,15000,30000
T0140785,P12,1,14000,14000
T0140786,P12,1,14000,14000
T0140787,P02,2,18000,36000
T0140788,P02,2,18000,36000
T0140788,P09,1,15000,15000
T0140789,P07,1,24000,24000
T0140789,P05,1,15000,15000
T0140790,P14,1,65000,65000
T0140790,P08,1,18000,18000
T0140791,P01,1,22000,22000
T0140792,P11,1,35000,35000
T0140793,P07,2,24000,48000
T0140794,P04,1,25000,25000
T0140795,P06,1,28000,28000
T0140795,P12,1,14000,14000
T0140796,P08,1,18000,18000
T0140797,P07,2,24000,48000
T0140798,P14,2,65000,130000
T0140798,P04,1,25000,25000
T0140798,P15,1,95000,95000
T0140799,P12,3,14000,42000
T0140799,P05,1,15000,15000
T0140800,P02,1,18000,18000
T0140800,P01,1,22000,22000
T0140801,P10,2,20000,40000
T0140801,P04,2,25000,50000
T0140801,P08,1,18000,18000
T0140802,P04,1,25000,25000
T0140803,P03,3,25000,75000
T0140803,P05,1,15000,15000
T0140804,P08,1,18000,18000
T0140804,P15,1,95000,95000
T0140805,P03,1,25000,25000
T0140805,P06,1,28000,28000
T0140806,P05,1,15000,15000
T0140806,P01,1,22000,22000
T0140806,P02,1,18000,18000
T0140806,P14,3,65000,195000
T0140807,P10,1,20000,20000
T0140807,P06,2,28000,56000
T0140808,P08,1,18000,18000
T0140809,P01,3,22000,66000
T0140809,P05,1,15000,15000
T0140810,P01,1,22000,22000
T0140811,P10,1,20000,20000
T0140811,P06,1,28000,28000
T0140812,P13,1,12000,12000
T0140812,P09,2,15000,30000
T0140813,P04,1,25000,25000
T0140814,P14,1,65000,65000
T0140815,P08,1,18000,18000
T0140815,P07,1,24000,24000
T0140816,P05,1,15000,15000
T0140816,P01,1,22000,22000
T0140817,P02,1,18000,18000
T0140818,P02,2,18000,36000
T0140818,P06,1,28000,28000
T0140818,P07,1,24000,24000
T0140818,P01,1,22000,22000
T0140819,P06,1,28000,28000
T0140819,P10,1,20000,20000
T0140819,P12,1,14000,14000
T0140819,P07,2,24000,48000
T0140820,P14,1,65000,65000
T0140821,P01,1,22000,22000
T0140822,P10,1,20000,20000
T0140823,P13,1,12000,12000
T0140823,P14,1,65000,65000
T0140824,P04,1,25000,25000
T0140824,P07,1,24000,24000
T0140824,P01,1,22000,22000
T0140825,P08,1,18000,18000
T0140825,P07,1,24000,24000
T0140825,P06,2,28000,56000
T0140825,P01,1,22000,22000
T0140826,P04,1,25000,25000
T0140827,P07,2,24000,48000
T0140828,P05,1,15000,15000
T0140829,P05,2,15000,30000
T0140829,P15,1,95000,95000
T0140829,P04,2,25000,50000
T0140830,P04,1,25000,25000
T0140830,P11,1,35000,35000
T0140831,P07,1,24000,24000
T0140832,P06,2,28000,56000
T0140832,P02,1,18000,18000
T0140832,P07,1,24000,24000
T0140833,P14,1,65000,65000
T0140833,P04,1,25000,25000
T0140834,P05,1,15000,15000
T0140835,P03,1,25000,25000
T0140836,P13,1,12000,12000
T0140836,P08,1,18000,18000
T0140836,P01,1,22000,22000
T0140836,P05,1,15000,15000
T0140837,P02,1,18000,18000
T0140838,P05,1,15000,15000
T0140838,P08,1,18000,18000
T0140838,P01,3,22000,66000
T0140838,P02,1,18000,18000
T0140839,P02,1,18000,18000
T0140839,P07,2,24000,48000
T0140840,P02,1,18000,18000
T0140841,P10,1,20000,20000
T0140841,P07,2,24000,48000
T0140842,P04,1,25000,25000
T0140842,P13,1,12000,12000
T0140842,P14,2,65000,130000
T0140843,P05,2,15000,30000
T0140844,P12,1,14000,14000
T0140844,P01,1,22000,22000
T0140845,P03,1,25000,25000
T0140846,P04,1,25000,25000
T0140847,P01,1,22000,22000
T0140847,P02,1,18000,18000
T0140848,P03,1,25000,25000
T0140849,P02,1,18000,18000
T0140849,P06,1,28000,28000
T0140850,P05,3,15000,45000
T0140850,P04,2,25000,50000
T0140850,P06,2,28000,56000
T0140851,P04,1,25000,25000
T0140851,P02,1,18000,18000
T0140851,P12,1,14000,14000
T0140851,P03,1,25000,25000
T0140852,P08,1,18000,18000
T0140853,P04,1,25000,25000
T0140853,P12,1,14000,14000
T0140854,P04,1,25000,25000
T0140854,P06,2,28000,56000
T0140854,P05,1,15000,15000
T0140855,P08,1,18000,18000
T0140855,P01,1,22000,22000
T0140856,P05,1,15000,15000
T0140857,P06,1,28000,28000
T0140857,P14,2,65000,130000
T0140858,P07,1,24000,24000
T0140858,P05,2,15000,30000
T0140859,P09,1,15000,15000
T0140859,P01,1,22000,22000
T0140859,P06,1,28000,28000
T0140859,P12,1,14000,14000
T0140860,P07,1,24000,24000
T0140860,P08,1,18000,18000
T0140861,P06,1,28000,28000
T0140861,P04,1,25000,25000
T0140862,P15,1,95000,95000
T0140862,P13,1,12000,12000
T0140862,P12,2,14000,28000
T0140862,P06,1,28000,28000
T0140863,P08,2,18000,36000
T0140864,P07,1,24000,24000
T0140864,P06,1,28000,28000
T0140864,P12,1,14000,14000
T0140865,P08,1,18000,18000
T0140866,P02,1,18000,18000
T0140867,P15,1,95000,95000
T0140868,P01,2,22000,44000
T0140868,P10,1,20000,20000
T0140869,P03,1,25000,25000
T0140870,P07,1,24000,24000
T0140870,P06,1,28000,28000
T0140871,P05,1,15000,15000
T0140872,P06,1,28000,28000
T0140872,P09,2,15000,30000
T0140873,P12,1,14000,14000
T0140873,P06,1,28000,28000
T0140874,P15,1,95000,95000
T0140875,P05,1,15000,15000
T0140875,P01,2,22000,44000
T0140875,P02,2,18000,36000
T0140876,P02,2,18000,36000
T0140877,P13,2,12000,24000
T0140877,P02,1,18000,18000
T0140878,P04,1,25000,25000
T0140879,P01,1,22000,22000
T0140879,P09,1,15000,15000
T0140879,P06,1,28000,28000
T0140880,P01,1,22000,22000
T0140880,P08,2,18000,36000
T0140881,P10,1,20000,20000
T0140882,P02,1,18000,18000
T0140883,P13,1,12000,12000
T0140884,P05,1,15000,15000
T0140884,P10,1,20000,20000
T0140885,P10,2,20000,40000
T0140886,P06,1,28000,28000
T0140887,P07,1,24000,24000
T0140888,P01,1,22000,22000
T0140888,P03,2,25000,50000
T0140889,P10,1,20000,20000
T0140889,P12,1,14000,14000
T0140890,P10,1,20000,20000
T0140890,P05,1,15000,15000
T0140890,P06,2,28000,56000
T0140891,P15,1,95000,95000
T0140891,P04,1,25000,25000
T0140892,P07,1,24000,24000
T0140892,P13,1,12000,12000
T0140892,P11,1,35000,35000
T0140893,P08,1,18000,18000
T0140894,P14,2,65000,130000
T0140894,P05,1,15000,15000
T0140895,P02,1,18000,18000
T0140896,P07,1,24000,24000
T0140897,P07,2,24000,48000
T0140898,P07,1,24000,24000
T0140898,P08,1,18000,18000
T0140899,P09,1,15000,15000
T0140900,P06,1,28000,28000
T0140901,P02,1,18000,18000
T0140901,P07,1,24000,24000
T0140901,P09,3,15000,45000
T0140902,P04,1,25000,25000
T0140902,P01,1,22000,22000
T0140902,P11,1,35000,35000
T0140903,P08,1,18000,18000
T0140903,P07,2,24000,48000
T0140904,P07,1,24000,24000
T0140905,P03,2,25000,50000
T0140905,P07,2,24000,48000
T0140906,P08,1,18000,18000
T0140907,P03,1,25000,25000
T0140908,P03,2,25000,50000
T0140908,P01,1,22000,22000
T0140908,P02,2,18000,36000
T0140909,P03,1,25000,25000
T0140910,P01,1,22000,22000
T0140911,P02,1,18000,18000
T0140912,P04,1,25000,25000
T0140913,P08,1,18000,18000
T0140914,P13,1,12000,12000
T0140914,P05,1,15000,15000
T0140914,P06,1,28000,28000
T0140914,P01,1,22000,22000
T0140915,P05,1,15000,15000
T0140916,P02,1,18000,18000
T0140917,P06,2,28000,56000
T0140917,P02,1,18000,18000
T0140917,P08,1,18000,18000
T0140917,P01,1,22000,22000
T0140918,P05,1,15000,15000
T0140918,P07,2,24000,48000
T0140919,P05,1,15000,15000
T0140920,P06,1,28000,28000
T0140921,P02,1,18000,18000
T0140922,P03,1,25000,25000
T0140923,P12,2,14000,28000
T0140924,P03,1,25000,25000
T0140925,P02,1,18000,18000
T0140926,P07,1,24000,24000
T0140926,P09,1,15000,15000
T0140927,P10,1,20000,20000
T0140927,P03,1,25000,25000
T0140928,P01,1,22000,22000
T0140928,P03,1,25000,25000
T0140929,P03,1,25000,25000
T0140929,P06,1,28000,28000
T0140929,P08,1,18000,18000
T0140930,P05,3,15000,45000
T0140930,P08,1,18000,18000
T0140931,P09,1,15000,15000
T0140932,P05,1,15000,15000
T0140933,P07,1,24000,24000
T0140934,P04,1,25000,25000
T0140934,P02,1,18000,18000
T0140934,P05,2,15000,30000
T0140935,P03,1,25000,25000
T0140935,P04,1,25000,25000
T0140936,P05,1,15000,15000
T0140937,P05,1,15000,15000
T0140938,P05,3,15000,45000
T0140938,P08,1,18000,18000
T0140939,P03,1,25000,25000
T0140939,P01,1,22000,22000
T0140940,P09,1,15000,15000
T0140940,P13,1,12000,12000
T0140941,P14,1,65000,65000
T0140941,P05,1,15000,15000
T0140941,P07,1,24000,24000
T0140942,P06,1,28000,28000
T0140943,P11,1,35000,35000
T0140944,P03,1,25000,25000
T0140945,P03,1,25000,25000
T0140946,P02,1,18000,18000
T0140947,P01,1,22000,22000
T0140948,P01,1,22000,22000
T0140948,P06,1,28000,28000
T0140949,P10,1,20000,20000
T0140949,P02,1,18000,18000
T0140950,P03,1,25000,25000
T0140950,P05,1,15000,15000
T0140951,P03,1,25000,25000
T0140952,P05,1,15000,15000
T0140953,P09,1,15000,15000
T0140954,P06,1,28000,28000
T0140955,P05,3,15000,45000
T0140955,P12,1,14000,14000
T0140955,P14,3,65000,195000
T0140955,P06,1,28000,28000
T0140956,P03,1,25000,25000
T0140957,P08,2,18000,36000
T0140958,P03,1,25000,25000
T0140958,P11,2,35000,70000
T0140959,P01,2,22000,44000
T0140960,P06,1,28000,28000
T0140961,P10,1,20000,20000
T0140962,P04,1,25000,25000
T0140962,P10,1,20000,20000
T0140963,P02,1,18000,18000
T0140964,P05,1,15000,15000
T0140964,P04,1,25000,25000
T0140964,P08,2,18000,36000
T0140965,P07,1,24000,24000
T0140965,P05,1,15000,15000
T0140966,P04,1,25000,25000
T0140967,P08,1,18000,18000
T0140968,P07,1,24000,24000
T0140968,P02,1,18000,18000
T0140968,P06,1,28000,28000
T0140969,P15,3,95000,285000
T0140969,P11,3,35000,105000
T0140970,P08,1,18000,18000
T0140971,P07,2,24000,48000
T0140972,P07,2,24000,48000
T0140973,P08,1,18000,18000
T0140974,P04,2,25000,50000
T0140975,P13,1,12000,12000
T0140976,P03,1,25000,25000
T0140976,P06,1,28000,28000
T0140977,P07,1,24000,24000
T0140978,P01,1,22000,22000
T0140978,P09,1,15000,15000
T0140979,P04,2,25000,50000
T0140979,P02,2,18000,36000
T0140980,P12,2,14000,28000
T0140981,P01,1,22000,22000
T0140982,P14,1,65000,65000
T0140983,P08,2,18000,36000
T0140983,P07,1,24000,24000
T0140983,P05,1,15000,15000
T0140984,P02,1,18000,18000
T0140984,P08,1,18000,18000
